Ind.ID origin.pop pred.pop BM BN ITCS SICO SP CROA FR GR MAC
BM_2 BM GR 0.321947873902832 0.0375947322079624 0.00684047971043515 0.00851573485592762 0.00864620785925913 0.0222807912741187 0.00517357128841614 0.536070858328337 0.0529297505727119
BM_5 BM GR 0.311430576476209 0.0430224919975286 0.00117753693875181 0.0014261436079368 0.00325567557108674 0.026452358768581 0.00105112662217338 0.56269105504286 0.0494930349748723
BM_6 BM GR 0.305786605977007 0.0356543403865495 0.012673702397139 0.0148449214291801 0.0124900666903584 0.0277509532879697 0.0188011740076332 0.507744090439506 0.0642541453846571
BM_8 BM GR 0.295884782710338 0.0363359558284941 0.0244685665653171 0.0301299586239574 0.0233171003630184 0.0268245988769001 0.0484185547927132 0.449231778900055 0.0653887033392057
BM_13 BM GR 0.308187968266419 0.039070292087176 0.0114745807255627 0.0155382829457477 0.0124931561255573 0.024764808842549 0.0110921295778488 0.520928883603669 0.0564498978254705
BM_14 BM GR 0.308878818113636 0.0395717736787741 0.00531594569986148 0.00691751104512677 0.0075002577341149 0.0278825160454016 0.00598099516822362 0.537126287504059 0.0608258950108031
BM_21 BM GR 0.298650564473461 0.0415623235450466 0.0651308046650336 0.0781655877310339 0.0334417601295909 0.0216120182301659 0.0643383689379489 0.329544344466682 0.0675542278210378
BM_23 BM GR 0.323238716836666 0.0323289542030163 0.00621910887704101 0.0071404811272369 0.0124794172159637 0.0263797418585114 0.0106936790476747 0.511283531940523 0.0702363688933665
BM_28 BM GR 0.243967352660624 0.0409042448883607 0.0345290717185402 0.0402272754920977 0.0168484915903097 0.0317764131545414 0.0385620815584662 0.496761575548908 0.0564234933881514
BM_30 BM GR 0.311181419906382 0.0355629068982155 0.0224261256270204 0.0285001598533115 0.0304602708340507 0.0259181874798517 0.0496327255984932 0.424637937208857 0.0716802665938176
BM_31 BM GR 0.307856673778961 0.0360522811986321 0.0083600736993039 0.00696247540016726 0.0038666385626908 0.0260066267203926 0.00597269694720125 0.552434129834964 0.0524884038576872
BM_32 BM GR 0.300130693600163 0.0374765068869417 0.0141974258914591 0.0116069961850767 0.00473887064211297 0.0252369756950734 0.00833408022358158 0.550909502462826 0.0473689484127655
BM_38 BM GR 0.237222282505232 0.0378294500539507 0.0535909115285946 0.0588814630256221 0.0218821194506801 0.0294647702103883 0.0655424857069165 0.4385514987948 0.057035018723816
BM_39 BM GR 0.308613657110083 0.0432104947910043 0.00193219498675796 0.00243841751158438 0.00355907541023735 0.0260959997608822 0.00148132105488062 0.562987599500043 0.0496812398745275
BM_40 BM GR 0.319999457303242 0.0355158937511043 0.00434289374134126 0.0050398721799621 0.00810353239990101 0.0272618205280016 0.00506475053481481 0.530418983551934 0.0642527960096987
BM_46 BM GR 0.318079817958353 0.0353993780527198 0.00345832740030057 0.00336547921305814 0.00390363527893381 0.0270553227676772 0.0026565655506516 0.548903591843733 0.0571778819345729
BN_1 BN GR 0.296012097343814 0.0351938494826274 0.0184080396463798 0.0192993281094516 0.0107388231939507 0.0280689153204653 0.0233023546918379 0.508917982675566 0.0600586095359075
BN_3 BN GR 0.323148192611988 0.0359652830842167 0.00278655698558028 0.00284040000871493 0.0036157558872356 0.0256996790038099 0.00206264007013704 0.551938345571964 0.0519431467763533
ITCS_1 ITCS FR 0.00489443585320738 0.00392372937964274 0.250031482535869 0.225709948263655 0.0265986180519025 0.00831924652363068 0.464066433430273 0.0101239775584219 0.00633212840339737
ITCS_4 ITCS FR 0.00635783477032571 0.00599457558211406 0.229027843783858 0.212626258855888 0.0814954077974231 0.0063639802059845 0.445334836687453 0.00703871030522149 0.00576055201173182
ITCS_5 ITCS FR 0.0319453268857439 0.0144587898738577 0.218379275085634 0.208068725122559 0.0361543343464288 0.0154595480392204 0.397667288273785 0.0554243347127531 0.0224423776600182
ITCS_10 ITCS FR 0.043018437254992 0.0159084661096265 0.214492312927682 0.202500644779075 0.0226555947830879 0.0243232189853804 0.33370072992037 0.111507597259521 0.0318929979802652
ITCS_11 ITCS FR 0.00211904665185904 0.00143764158778349 0.256438727485251 0.233304446387087 0.0219508781569817 0.00164613639178992 0.47848167632169 0.00166039348101698 0.00296105353654122
ITCS_14 ITCS FR 0.00178675811702579 0.00126541239775265 0.258942503641841 0.234857276095399 0.0132979819124076 0.00208626545854883 0.482611617234431 0.0019105356486462 0.00324164949394749
ITCS_16 ITCS FR 0.0101409686346807 0.0067533272825766 0.241882613384831 0.220296686025446 0.0347404152921006 0.00914151197424704 0.452989181520197 0.0150780831801555 0.00897721270576508
ITCS_19 ITCS FR 0.0231845329236925 0.0102586983927504 0.23421796630398 0.219712691872895 0.0337538019943256 0.00717455343954364 0.437004532919439 0.0196276378359104 0.0150655843174631
ITCS_20 ITCS FR 0.0024847757135284 0.00229082869502152 0.244991939749859 0.220542821515819 0.0695339022167905 0.0018409235057131 0.453707783829765 0.0017630561674897 0.00284396860601328
ITCS_21 ITCS FR 0.0354377285929145 0.0144548233103919 0.229977869429865 0.217888965636818 0.0355557522708184 0.00567593247424186 0.432176714276355 0.0145217572889568 0.0143104567196376
ITCS_24 ITCS FR 0.0043923328007283 0.00383863740165369 0.248363634169195 0.230776466529217 0.0566702398582542 0.00521286624888775 0.43971988364615 0.00628821843323901 0.00473772091267567
ITCS_25 ITCS FR 0.0227096176640946 0.00692819036150505 0.246072032838914 0.22545324672305 0.0162831140684729 0.00494665711190922 0.450332916443095 0.0130427399195655 0.0142314848693941
ITCS_41 ITCS FR 0.00174742918240823 0.00181470540121344 0.25174385148192 0.211308774967694 0.061261261567597 0.00155905902591453 0.467205879001163 0.00131907066678805 0.00203996870530186
ITCS_42 ITCS FR 0.00545539265764324 0.00426100538185207 0.245840703036952 0.227001544044669 0.0376935395402223 0.0079361638798831 0.452474550460305 0.0119803579377073 0.00735674306076539
