Ind.ID origin.pop pred.pop BM BN ITCS SICO SP CROA FR GR MAC
BM BM GR 0.358098192650685 0.0452222564233266 0.0200758048171386 0.00866260645092135 0.0128722755055414 0.04500760203251 0.00490409706015794 0.417801893053372 0.0873552720063472
BM BM BM 0.621929568295353 0.0666222788574486 0.113095085972597 0.0252751930222785 0.0473958122587822 0.0399186475968769 0.00868618214635954 0.0357073473772117 0.0413698844730926
BM BM BM 0.492530082652567 0.061439311400526 0.0316494347500514 0.0108145247201456 0.0175007710829581 0.0478208103022114 0.00530823648411537 0.264980271687631 0.0679565569197937
BM BM BM 0.508697301357844 0.0781691281443228 0.119600638480088 0.0534616241365047 0.072354126139764 0.0361727390524405 0.0181009922904292 0.033827818875534 0.0796156315230723
BM BM GR 0.228935794348829 0.0337119056736038 0.0163403873214623 0.00704206960286421 0.0101978054004331 0.0429613097598172 0.00420545281433002 0.591444624288822 0.0651606507898384
BM BM BM 0.577179785060321 0.0634073278622894 0.0332479863893961 0.0125591654042132 0.0198842209199536 0.0442914593769762 0.00585239234027067 0.15811087501211 0.0854667876344707
BM BM BM 0.496284970244233 0.0586488898500882 0.0281069907690438 0.0107029910520918 0.016812687558611 0.0460655017290735 0.00537404896445399 0.255484358624954 0.0825195612074511
BM BM BM 0.468201580432908 0.0589910133615206 0.0293577872051169 0.0104406706314361 0.0166415773108255 0.0475491017843043 0.00524918035426644 0.29244770252213 0.0711213863974912
BM BM BM 0.38342904787356 0.0796015019821891 0.212037529565235 0.0780324765535813 0.107272415086816 0.0336371917939014 0.0225894489878453 0.029454743450845 0.0539456447060267
BM BM BM 0.483922021557199 0.0773626280987402 0.147359954882662 0.0578262374669027 0.0805598018037289 0.0358203294032537 0.0184670846748287 0.0322943015571467 0.0663876405555379
BM BM BM 0.598629511981195 0.0724011429118628 0.0635244742861324 0.0289088758731841 0.0409786521897554 0.038056845352456 0.0113902265340106 0.0447380257832587 0.101372245088145
BM BM BM 0.521225547208799 0.0621982581834901 0.0320652827857188 0.011191964940259 0.0180384053890923 0.0470176664179413 0.0054388485999637 0.230661461507447 0.0721625649672894
BM BM BM 0.316200393170195 0.085777595555858 0.21537914924624 0.105259221036101 0.127215292740807 0.0324977166167274 0.0288984011362529 0.0295341496107287 0.0592380808870898
BM BM BM 0.582700625038598 0.0645662928141447 0.0357021713233785 0.0124724251601753 0.0202087893009482 0.0451081695094657 0.00569545170262492 0.159340155934134 0.0742059192165307
