Ind.ID origin.pop pred.pop BM BN ITCS SICO SP CROA FR GR MAC
BM BM BM 0.507150856183652 0.0515967178601503 0.0557678231679635 0.0345252662327073 0.0369038452340421 0.0307295538903985 0.0156574536705946 0.0460933470493661 0.221575136711125
BM BM BM 0.653312267771277 0.042123834116294 0.0640763563053401 0.0338914836604347 0.035936929823186 0.026476081356752 0.0157037072454305 0.0369092390335356 0.0915701006877502
BM BM BM 0.479850459345148 0.0402339618573691 0.164538198540467 0.0866179177414232 0.0746167417819649 0.0266269448474238 0.0264834812658048 0.0438698406029132 0.0571624540174873
BM BM BM 0.715111653877454 0.0430966212011981 0.0196350332180995 0.0105718965077183 0.0128734529540168 0.028260070016507 0.00777445970824944 0.117640349932704 0.0450364625840532
BM BM BM 0.69738891346661 0.0452625926600257 0.0252561201700371 0.0139391553273568 0.0168609779327921 0.0290281182954303 0.00912414379343773 0.0731784885235873 0.0899614898307235
BM BM BM 0.655192110605902 0.0421964098232412 0.0627771604605565 0.0332111675567857 0.035353839199368 0.0265133869454593 0.0155252269907245 0.0370000889636636 0.0922306094542994
BM BM BM 0.550962759071854 0.0451369946457634 0.014293075747638 0.00905644819791384 0.0109718999425913 0.0293805828318942 0.00624005040984327 0.254406456825466 0.079551732327035
BM BM BM 0.428921417792343 0.043209122884945 0.0118737835439121 0.00793101073260392 0.00943329710757189 0.0280482248612771 0.00550370532171392 0.403489665106314 0.0615897726493203
BM BM BM 0.648186076915986 0.0479153235911858 0.0277970217868496 0.0159818888571704 0.0191896721484391 0.0304289375276028 0.00989749908111304 0.0716989364249167 0.128904643666736
BM BM BM 0.66525757067035 0.0408087944110264 0.084872252095588 0.0376720620985191 0.0401652151529136 0.0277165262070333 0.0196580227403973 0.0422907325223268 0.0415588241018456
BM BM BM 0.682321393809774 0.0460639988677009 0.0259687388955252 0.0145331557030734 0.0175487653417758 0.0294457970731184 0.00933652938603283 0.0726201006443847 0.102161520278615
BM BM FR 0.00693778098170298 0.00521508052240129 0.224368423901503 0.150326925610556 0.0467176207099371 0.00330243250351934 0.553167656635108 0.00381302653439263 0.00615105260087835
BM BM BM 0.731433354589052 0.0412827770929108 0.0469741361537478 0.0224359160404817 0.0256495697344543 0.0269007478632946 0.013358825728596 0.0394929396193135 0.0524717331781495
