,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,1,,,,,
herbita,?,?,1,?,-,?,?,?,?,?,?,?,0,-,0,?,0,2,0,0,?,7,-,1,0,2,0,0,-,-,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,1,0,0,0,0,0,0,1,2,?,1,1,0,0,0,?,1,0,?,1,-,-,1,1,?,?,-,0,1,?,0,0,0,?,?,?,?,-,?,?,?,?,?,?,1,?,?,?,-,-,?,?,?,?,?,-,?,?, ,,,,
zea,1,1,1,1,-,0,0,0,0,?,1,0,0,-,1,?,0,0,?,0,?,7,-,1,0,?,0,0,-,-,1,1,1,1,0,0,0,2,1,0,?,?,0,0,0,0,1,1,1,0,1,5,1,1,0,0,0,0,1,0,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,-,-,1,1,?,?,-,0,1,?,0,0,0,1,1,1,0,-,1,0,?,1,0,1,1,0,2,1,-,-,?,?,?,?,?,-,?,?,,,,,
paroeca,1,1,1,1,-,0,0,1,0,?,1,0,0,-,0,1,0,0,0,1,?,7,-,1,0,?,0,0,-,-,1,1,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,-,-,1,1,?,?,-,0,1,?,0,0,0,1,1,1,0,-,1,0,?,1,1,?,1,0,0,0,-,-,?,?,?,?,?,-,?,?,,,,,
nea,1,1,1,1,-,0,0,0,0,?,0,?,0,-,1,?,0,1,?,1,?,7,-,1,0,?,0,0,-,-,1,1,1,1,0,0,0,2,1,1,?,?,0,1,?,0,1,?,1,?,?,5,1,1,0,0,0,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,-,-,1,1,?,?,-,1,1,?,0,0,0,1,1,1,0,-,1,0,?,1,1,?,1,0,0,0,-,-,?,?,?,?,?,-,?,?,,,,,
paraena,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,?,0,0,0,0,2.7,1,1,0,?,0,0,0,1,1,1,1,1,0,0,0,2,1,1,0,0,1,0.1,0.1,0,?,?,0,?,?,5,1,1,0,0,0,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,1,0,1,1,?,?,0,1,1,?,0,0,0,1,1,1,0,1,1,0,?,1,1,?,1,0,0,0,1,0,3,0,0,1,3,1,3,6,,,,,
radiata,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,?,0,0,0,?,7,1,1,0,?,0,0,0,1,1,1,1,1,0,0,0,2,1,1,0,0,0.1,0.1,0.1,0,0,0.1,0,1,1,5,1,1,0,0,1,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,1,0,1,1,?,?,0,1,1,?,0,0,0,1,1,1,0,1,1,0,?,1,1,?,1,0,0,0,1,0,3,0,0,1,3,1,3,6,,,,,
serpa,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,?,7,1,1,0,?,0,0,0,1,1,1,1,1,0,0,0,2,1,1,0,0,1,0,0.1,0,?,0,0,?,1,5,1,1,0,0,1,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,1,0,1,1,?,?,0,1,1,?,0,0,0,1,1,1,0,1,1,0,?,1,1,?,1,0,0,0,1,0,3,0,0,1,3,1,3,6,,,,,
seriphia,1,1,1,1,-,0,0,1,0,?,1,0,0,-,0,1,0,0,0,0,?,7,-,1,0,?,0,0,-,-,1,1,1,1,0,0,0,2,1,1,0,0,1,0,1,0,?,?,0,?,?,5,1,1,?,0,1,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,-,-,1,1,?,?,-,0.1,1,?,0,0,0,1,1,1,0,-,1,0,?,1,1,?,1,0,0,0,-,-,?,?,?,?,?,-,?,?,,,,,
hyas,1,1,1,1,-,0,0.1,1,0,?,1,0,0,-,0,1,0,0,0,0,?,7,-,1,0,?,0,0,-,-,1,1,1,1,0,0,0,2,1,1,0,0,?,0.1,?,0,?,?,0,?,?,5,1,1,1,0,1,0,1,0.1,1,0,1,1,2,1,1,1,0,0,1,?,0,1,0,1,-,-,1,1,?,?,-,1,1,?,0,0,0,1,1,1,0,-,1,0,?,1,1,?,1,0,0,0,-,-,?,?,?,?,?,-,?,?,,,,,
alala,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,5,0.1,1,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,1,1,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,1,0,?,0,0,0,1,0,1,0,1,0,8,1,?,0,0,1,5,7,,,,,
aricia,0,0,0,0,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,0,0,1,-,1,0,2,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,?,1,1,1,-,-,0,0,0,1,-,0,0,0,0,0,0,0,0,0,0,-,1,0,?,0,0,0,1,?,?,?,-,-,?,?,?,?,?,-,?,?,,,,,
corcyra,0,0,0,0,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,0,0,1,-,1,0,2,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,?,0.1,?,0.1,-,-,0,0,0,1,-,0,0,0,0,0,0,0,0,0,0,-,1,0,?,0,0,2,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
tracta,0,0,0,0,0,0,0,0,0,?,0,?,0,0,1,?,0,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,1,1,0,1,0,0,0,0,?,0,0,1,?,0,0,0,0,0,0,0,1,1,0,?,0,0,2,1,0,1,0,1,0,?,1,?,0,?,?,5,7,,,,,
pithys,0,0,0,0,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,1,?,7,-,1,0,2,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,1,1,0,-,-,0,0,0,?,-,0,1,?,0,0,0,0,0,0,0,-,1,0,?,0,0,2,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
donysa,0,0,0,0,0,0,0,0,0,?,0,?,0,0,1,?,0,0,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,1,1,0,1,0,0,0,0.1,?,0,0,0.1,?,0,0,0,0,0,0,0,1,1,0,?,0,0,2,1,0,0.1,0,1,0,9,1,?,0,9,?,5,7,,,,,
fessonia,1,1,0,1,0,0,0,0,0,?,1,0,0,0,0,0,0,?,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.1,0.1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,1,0,?,?,?,0,0,1,0,1,0,1,0,3,0,1,0,6,1,6,8,,,,,
gelania,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,?,0,0,?,7,?,?,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,?,?,?,?,0,?,?,0,?,?,?,?,?,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,2,?,0,0,0,1,?,0,0,0,0,0,0,0,1,0,?,?,?,0,0,1,1,?,?,1,0,?,?,?,?,?,?,?,?,,,,,
calliphane,1,1,0,1,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,1,?,7,-,1,0,?,0,0,-,-,2,0,0,0,0,0,1,?,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,?,?,0,-,-,0,0,0,0,-,1,1,0,0,0,0,0,0,0,0,-,1,0,?,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
mythra,1,1,0,1,0,0,1,?,0,?,0,?,0,0,1,?,0,0,0,1,?,7,1,1,0,?,0,0,0,1,0,0,0,0,0,0,1,?,3,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,0,0,3,1,0,5,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,?,0,0,0,1,0,1,0,1,0,3,0,0,0,2,1,8,2,,,,,
poltius,1,1,0,1,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,1,?,7,-,1,0,?,0,0,0,1,2,0,0,0,0,0,1,?,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,1,-,-,0,0,0,0,-,1,1,0,0,0,1,0,0,0,0,-,1,0,?,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
basiloides,1,1,0,1,0,0,0,0,0,?,0,?,0,0,0,0,0,?,0,1,0,4,1,1,0,?,0,0,0,1,?,0,0,0,0,0,1,?,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,1,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,?,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,5,3,,,,,
plesaure,1,1,0,1,0,0,0,0,0,?,1,1,0.1,0,0,0,0,1,1,1,1,4,1,1,0,?,0,0,0,1,2,0,0,0,0,0,1,?,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0.1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,?,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,5,3,,,,,
gavina,1,1,0,1,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,1,?,7,-,1,0,?,0,0,-,-,0,0,0,0,0,0,1,?,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,-,-,0,0,0,1,-,1,0,0,0,0,1,0,0,0,0,-,1,0,?,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
falcipennis,1,1,0,1,-,0,0,0,0,?,0,?,0,-,1,?,0,0,0,1,?,7,-,1,0,?,0,0,-,-,2,0,0,0,0,0,1,?,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,-,-,0,0,0,0,-,1,1,0,0,0,1,0,0,0,0,-,1,0,?,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
thoasa,1,1,0,1,-,0,0,0,0,?,1,1,0,-,0,0,0,0,?,1,0,?,-,1,0,?,0,0,-,-,?,0,0,0,0,1,1,?,2,0,1,0,0,0,0,0,0,0,0,?,0,0,1,1,0,0,0,0,0,0,0,1,0,5,2,1,1,1,1,1,0,0,0,1,1,0,-,-,0,0,0,0.1,-,1,0.1,1,0,0,0,0,0,0,0,-,1,1,0,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
thessalia,1,1,0,1,-,0,0,0,0,?,1,1,0,-,0,0,0,0,0,1,?,7,-,1,0,?,0,0,-,-,?,0,0,0,0,0,1,?,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.1,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,-,-,0,0,0,1,-,1,0.1,1,0,0,0,0,0,0,0,-,1,1,1,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
iphiclus,1,1,0,1,0,0,0,0,0,?,1,1,0,0,0,0,0,?,0,1,?,7,1,1,0,?,0,0,0,1,0,0,0,0,0,0,1,?,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.1,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0.3,1,3,9,,,,,
iphicleola,1,1,0,1,-,0,0,0,0,?,1,1,0,-,0,0,0,?,0,1,?,7,-,1,0,?,0,0,-,-,0,0,0,0,0,0,1,?,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.1,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,-,-,0,0,0,1,-,0.1,1,1,0,0,0,0,0,0,0,-,1,1,1,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
abyla,1,1,0,1,-,0,0,0,0,?,1,1,0,-,0,0,0,?,0,1,?,7,-,1,0,?,0,0,-,-,0,0,0,0,0,0,1,?,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,-,-,0,0,0,1,-,0,1,1,0,0,0,0,0,0,0,-,1,1,1,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
melona,1,1,0,1,0,0,0,0,0,?,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,?,0,0,0,1,?,0,0,0,0,1,1,?,2,0,?,0,0,0,0,0.1,0,1,0,1,1,5,?,0,0,0,0,?,1,1,3,1,0,4,2,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,?,0,0,0,8,1,7,2,,,,,
ethelda,1,1,0,1,-,0,0,0,0,?,1,1,0,-,0,0,0,1,?,1,0.1,0,-,?,1,?,0,?,-,-,2.3,0,0,0,0,1,1,?,2,0,0,0,0,0,0,1,0,?,0,1,1,?,?,?,0,0,0,?,1,1,3,1,0,4,2,1,1.2,1,1,1,0,0,0,1,1,0,-,-,0,0,0,0,-,1,0,0,0,0,1,0,0,0,0,-,1,1,0,0,0,0,1,0,0,0,-,-,?,?,?,?,?,-,?,?,,,,,
epione,1,1,0,1,-,0,0,0,0,?,0,?,0,-,0,0,0,?,?,1,1,0,-,?,1,?,0,?,-,-,3,0,0,0,0,1,1,?,2,0,0,0,0,0,0,1,0,?,0,1,1,?,?,?,0,0,0,?,1,1,3,1,0,4,2,1,1.2,1,1,1,0,0,0,1,1,0,-,-,0,0,0,0,-,1,0,0,0,0,1,0,0,0,0,-,1,1,0,0,0,0,1,0,1,0,-,-,?,?,?,?,?,-,?,?,,,,,
syma,1,1,0,1,0,0,0,0,0,?,0,?,0,0,1,?,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,?,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,?,?,0,0,1,1,?,?,1,0,3,0,1,0,2,1,3,1,,,,,
