Mus,Loc,Sp _,Genus,Genus (2),Taxon,Side,LM,TD,TI,TP,LL,WD,WI,LI,Notes,Prin Comp 1,Prin Comp 2,Prin Comp 3
AMNH,"Guymon area, Texas Co., OK",GY-102-3713 Flats sandy clay,Alforjas,Alforjas,Alforjas,L,60.61,31.01,33.43,30.92,64.98,45.48,46.99,51.67,"""""may include some Hemiauchenia -E.M. '80""""",-0.548707292,0.500493703,0.118107037
AMNH,"Guymon area, Texas Co., OK",GY-107 (1935),Alforjas,Alforjas,Alforjas,R,61.59,29.91,35.38,31.35,65.89,43.87,46.95,50.88,"""""may include some Hemiauchenia -E.M. '80""""",-0.538688342,0.342063007,0.224519451
AMNH,"Guymon area, Texas Co., OK",GY-66-2357 clay flats,Alforjas,Alforjas,Alforjas,L,60.68,31.99,38.06,29.41,66.58,46.74,45.34,50.64,"""""may include some Hemiauchenia -E.M. '80""""",-0.392111548,0.677076928,0.125103802
AMNH,"Guymon area, Texas Co., OK",GY-77-2763 sandy clay flats,Alforjas,Alforjas,Alforjas,L,58.96,29.12,35.32,30.83,63.92,41.94,43.05,50.19,"""""may include some Hemiauchenia -E.M. '80""""",-0.858816574,0.33194809,0.392384372
AMNH,"Guymon area, Texas Co., OK",GY-139-4680 C.F.,Alforjas,Alforjas,Alforjas,R,57.96,27.05,33.02,27.64,63.78,41.63,43.73,48.68,"""""may include some Hemiauchenia -E.M. '80""""",-1.245422187,0.128139388,0.053650779
AMNH,"Guymon area, Texas Co., OK",OKLA-88-3092 sandy clay flats,Alforjas,Alforjas,Alforjas,R,56.54,25.92,31.98,27.86,62.25,45.3,47.47,48.97,"""""may include some Hemiauchenia -E.M. '80""""",-1.194713628,-0.068839714,-0.232277652
AMNH,"Guymon area, Texas Co., OK",OKLA-56-1934 (1934) flats-clay,Alforjas,Alforjas,Alforjas,R,56.95,25.33,31.96,27.96,63.47,37.53,41.58,48.74,"""""may include some Hemiauchenia -E.M. '80""""",-1.54711181,-0.067356567,0.254002168
AMNH,"Guymon area, Texas Co., OK",GY-107-3869 (1935) sandy clay,Alforjas,Alforjas,Alforjas,R,56.83,30.8,34.67,29.22,64.52,40.56,44.26,47.96,"""""may include some Hemiauchenia -E.M. '80""""",-0.949489032,0.654260244,0.22906992
AMNH,"Guymon area, Texas Co., OK",OKLA-49-1622 (1934) flats clay,Alforjas,Alforjas,Alforjas,L,55.77,27.37,30.03,25.97,60.64,39.25,41.57,44.6,"""""may include some Hemiauchenia -E.M. '80""""",-1.722360525,0.3390253,0.00617699
AMNH,"Guymon area, Texas Co., OK",GY-73-2625 clay flat,Alforjas,Alforjas,Alforjas,R,54.36,26.63,31.62,27.72,59.15,38.53,42.38,46.87,"""""may include some Hemiauchenia -E.M. '80""""",-1.625533764,0.19429423,0.140646647
AMNH,"Guymon area, Texas Co., OK",OKLA-29-914 (1934) highway sand,Alforjas,Alforjas,Alforjas,L,59.29,24.92,32.06,28.81,65.85,44.06,46.64,51.05,"""""may include some Hemiauchenia -E.M. '80""""",-1.090374238,-0.299289593,-0.05852766
AMNH,"Guymon area, Texas Co., OK",GY-139-4680 C.F.,Alforjas,Alforjas,Alforjas,L,59.73,27.99,35.18,31.48,65.81,46.48,44.84,51.8,"""""may include some Hemiauchenia -E.M. '80""""",-0.648752542,0.067723734,0.253332548
AMNH,"Guymon area, Texas Co., OK",GY-100-3496 sand flats,Alforjas,Alforjas,Alforjas,R,61.37,27.02,34.11,27.22,65.7,43.78,43.43,51.39,"""""may include some Hemiauchenia -E.M. '80""""",-1.016157916,0.031987899,0.021923437
UCMP,V3310,33055,Procamelus,Procamelus,Procamelus,R,71.49,30.37,37.46,31.73,75,51.17,52.26,56.19,,0.38099758,0.067792647,-0.060261173
UCMP,V3310,58528,Procamelus,Procamelus,Procamelus,R,65.23,31.81,37.77,35.36,76.02,48.05,51.06,56.11,,0.416600941,0.292921028,0.369650839
UCMP,V3310,33745,Procamelus,Procamelus,Procamelus,R,63.63,24.81,34.26,31.46,69.93,42.41,42.96,52.63,,-0.837306239,-0.42627121,0.444466511
UCMP,V3310,64733,Procamelus,Procamelus,Procamelus,L,65.57,28.62,33.57,33.35,70.96,46.91,49.08,55.42,,-0.183569696,-0.061113303,0.221221311
UCMP,V3310,67594,Procamelus,Procamelus,Procamelus,R,66.54,29.96,36.56,32.95,73.68,45.66,46.85,55.45,,-0.037136399,0.134256756,0.396157178
UCMP,V3310,67023,Procamelus,Procamelus,Procamelus,R,67.62,27.91,36.02,34.12,74.71,48.36,52.76,56.28,,0.164329866,-0.272692297,0.131506214
UCMP,V6573,23383,Hemiauchenia,Hemiauchenia,Hemiauchenia edensis,L,49.93,24.25,28.58,24.78,56.19,34.66,36.9,42.79,Fig. 93b Frick 1921,-2.470105301,0.100828434,0.163555286
UCMP,V6573,23382,Hemiauchenia,Hemiauchenia,Hemiauchenia edensis,L,51.19,22.63,30.42,24.75,54.61,39.59,41.85,43.96,Fig. 94a Frick 1921,-2.214058849,-0.21691857,-0.181319201
UCMP,V6573,23379,Hemiauchenia,Hemiauchenia,Hemiauchenia edensis,L,48.4,22.07,25.01,21.27,52.9,34.88,36.09,40.17,,-3.041960117,-0.06344073,-0.182309052
UCMP,V6573,23380,Hemiauchenia,Hemiauchenia,Hemiauchenia edensis,L,48.03,25.52,30.32,24.43,52.41,34.19,39.41,39.06,,-2.487869045,0.3751517,0.028493085
UCMP,V6573,23381,Hemiauchenia,Hemiauchenia,Hemiauchenia edensis,R,47.81,22.53,28.94,22.87,51.25,35.28,32.9,39.61,,-2.923395409,0.017465574,0.142832759
