ID,UTMX,UTMY,Genus
739,372021.4,9929926.1,Cebus
740,372293.3,9929649.8,Cebus
741,372498,9929587,Cebus
742,371092.3,9929519.8,Cebus
743,370812.1,9929896,Cebus
744,370806.6,9929995.4,Cebus
745,372145.6,9929604.8,Cebus
746,372141.2,9929736.5,Cebus
747,371710,9929387.6,Cebus
748,371498.1,9929415.2,Cebus
749,371371,9929389.9,Cebus
750,372390.7,9929542.7,Cebus
751,372452.7,9929709.4,Cebus
752,371917.3,9930101.4,Cebus
753,372105.8,9929811.2,Cebus
754,371917.9,9930050.9,Cebus
755,371743,9929933.9,Cebus
756,372660.1,9929481.7,Cebus
757,371399,9930368.9,Cebus
758,371469,9930368.9,Cebus
759,370828.4,9929645.3,Cebus
760,370425.7,9929526.1,Cebus
761,372193.4,9929284.1,Cebus
762,372288.4,9929683.1,Cebus
763,372545.1,9929605.8,Cebus
764,372323.2,9929243.7,Cebus
765,372263.6,9929037,Cebus
766,372441.8,9929088.3,Cebus
767,371726.1,9929761.9,Cebus
768,371730.8,9929763.8,Cebus
769,371429,9929841.3,Cebus
770,371600,9929864.1,Cebus
771,371636.2,9930346.9,Cebus
772,371603.3,9929365.2,Cebus
773,370489.3,9929564.6,Cebus
774,372224.8,9929049.5,Cebus
775,371475.2,9929372.7,Cebus
776,371716.2,9930168.4,Cebus
777,371446.6,9929389.3,Cebus
778,371522.6,9929321.7,Cebus
779,370789.7,9929229.4,Cebus
780,371691.8,9929849.9,Cebus
781,371552.9,9930446.6,Cebus
782,372274.6,9929786.8,Cebus
783,371777,9929499.1,Cebus
784,371975.3,9929490,Cebus
785,371693.1,9930129.4,Cebus
786,371773,9929499.6,Cebus
787,371788.9,9929589,Cebus
788,371893.2,9929636.2,Cebus
789,371815.6,9929842,Cebus
790,372197.2,9929433.9,Cebus
791,372193.4,9929284.1,Cebus
792,372219.4,9929166.5,Cebus
793,371556,9929588.7,Cebus
794,371567.5,9929282.8,Cebus
795,371130.1,9929456.9,Cebus
796,370902,9929515.2,Cebus
797,370465.8,9929605,Cebus
798,371883.5,9929623.6,Cebus
799,370701.8,9929552,Cebus
800,372025.6578,9929891.074,Cebus
801,372576.46,9929513.735,Lagothrix
802,372748.6165,9929558.791,Lagothrix
803,371503.676,9929854.15,Lagothrix
804,371536.8522,9929947.476,Lagothrix
805,371997.8578,9929621.601,Lagothrix
806,372026.8132,9929586.416,Lagothrix
807,371972.0811,9929728.018,Lagothrix
808,371986.0424,9929719.681,Lagothrix
809,371997.7778,9929808.739,Lagothrix
810,372105.8,9929811.2,Lagothrix
811,372103.6022,9929791.847,Lagothrix
812,372210.5855,9929686.291,Lagothrix
813,372208.5368,9929657.262,Lagothrix
814,372245.9599,9929574.865,Lagothrix
815,372209.9694,9929626.857,Lagothrix
816,372182.4496,9929523.522,Lagothrix
817,372142.7008,9929472.872,Lagothrix
818,372158.8552,9929420.766,Lagothrix
819,372141.1286,9929423.892,Lagothrix
820,372157.7426,9929327.439,Lagothrix
821,372140.2112,9929310.387,Lagothrix
822,372206.7942,9929292.039,Lagothrix
823,372672.526,9929384.949,Lagothrix
824,372787.588,9929546.04,Lagothrix
825,372142.2419,9930870.285,Lagothrix
826,372692.7324,9929160.546,Lagothrix
827,372690.8836,9929163.05,Lagothrix
828,372765.1546,9929121.004,Lagothrix
829,372689.8701,9929245.377,Lagothrix
830,372760.236,9929243.965,Lagothrix
831,372800.4008,9929231.686,Lagothrix
832,372634.9773,9928836.616,Lagothrix
833,372184.6558,9929218.361,Lagothrix
834,372135.2575,9929252.848,Lagothrix
835,372334.5743,9929457.493,Lagothrix
836,372258.4769,9929697.341,Lagothrix
837,371161.1957,9929817.048,Lagothrix
838,372225.1031,9929221.541,Lagothrix
839,372367.3367,9929242.455,Lagothrix
840,372485.7543,9929379.538,Lagothrix
841,372605.2509,9929411.01,Lagothrix
842,372565.304,9929490.089,Lagothrix
843,372518.4485,9929532.525,Lagothrix
844,372430.124,9929564.721,Lagothrix
845,372248.1316,9929545.34,Lagothrix
846,372661.9373,9929178.317,Lagothrix
847,372625.4523,9929201.16,Lagothrix
848,372605.8806,9929230.176,Lagothrix
849,372656.5246,9929213.955,Lagothrix
850,372641.9644,9929240.676,Lagothrix
851,372651.1693,9929283.583,Lagothrix
852,372637.5739,9929386.78,Lagothrix
853,372355.3295,9929518.479,Lagothrix
854,372197.2756,9929536.705,Lagothrix
855,372164.003,9929499.669,Lagothrix
856,372196.3036,9929295.783,Lagothrix
857,372270.5428,9929267.174,Lagothrix
858,372263.6057,9929111.956,Lagothrix
859,372282.0014,9928975.801,Lagothrix
860,372820.0991,9929453.057,Lagothrix
861,372056,9929516.24,Lagothrix
862,372045.5521,9929535.592,Lagothrix
863,372068.0336,9929544.26,Lagothrix
864,372142.7711,9929329.642,Lagothrix
865,372266.4206,9929042.696,Lagothrix
866,372290.4701,9928944.418,Lagothrix
867,372271.4077,9928915.065,Lagothrix
868,372424.9935,9929585.511,Lagothrix
869,372309.6269,9929547.879,Lagothrix
870,372280.8666,9929593.87,Lagothrix
871,372220.6746,9929605.391,Lagothrix
872,372221.7984,9929608.173,Lagothrix
873,372542.5358,9929518.006,Lagothrix
874,372597.4621,9929558.48,Lagothrix
875,372704.2143,9929677.355,Lagothrix
876,372547.3311,9929854.81,Lagothrix
877,372564.4317,9929846.95,Lagothrix
878,372528.4762,9929845.073,Lagothrix
879,372307.7002,9929864.548,Lagothrix
880,372292.4935,9929877.312,Lagothrix
881,372309.7462,9930003.674,Lagothrix
882,372699.2817,9929271.773,Lagothrix
883,372707.7914,9929274.703,Lagothrix
884,372728.5152,9929258.757,Lagothrix
885,372753.0286,9929279.326,Lagothrix
886,372753.0898,9929275.964,Lagothrix
887,372740.6135,9929226.908,Lagothrix
888,372750.3879,9929242.229,Lagothrix
889,372732.1563,9929229.986,Lagothrix
890,372648.4309,9929253.651,Lagothrix
891,372644.7259,9929239.504,Lagothrix
892,372652.907,9929268.598,Lagothrix
893,372643.1901,9929286.295,Lagothrix
894,372570.7745,9929396.439,Lagothrix
895,372549.1074,9929554.289,Lagothrix
896,372859.0786,9929524.548,Lagothrix
897,372860.2652,9929558.528,Lagothrix
898,372719.0617,9929615.32,Lagothrix
899,372383.7591,9929579,Lagothrix
900,372390.2601,9929559.513,Lagothrix
901,372200.3171,9929424.308,Lagothrix
902,372562.7616,9929835.067,Lagothrix
903,372585.9866,9929832.411,Lagothrix
904,372669.3723,9929786.623,Lagothrix
905,372566.2749,9929391.077,Lagothrix
906,372667.4456,9929364.572,Lagothrix
907,372821.14,9929563.88,Lagothrix
908,372775.088,9929567.69,Lagothrix
909,372725.4899,9929588.183,Lagothrix
910,372742.4881,9929511.288,Lagothrix
911,372741.173,9929508.592,Lagothrix
912,372740.8938,9929492.594,Lagothrix
913,372834.9884,9929490.144,Lagothrix
914,372831.043,9929482.055,Lagothrix
915,372754.905,9929510.204,Lagothrix
916,372514.797,9929202.687,Lagothrix
917,372509.9988,9929229.757,Lagothrix
918,372613.1712,9929297.973,Lagothrix
919,372571.3156,9929629.703,Lagothrix
920,372577.9309,9929606.633,Lagothrix
921,372688.7721,9929639.731,Lagothrix
922,372623.509,9929899.589,Lagothrix
923,372593.232,9930184.207,Lagothrix
924,372591.2821,9930200.088,Cebus
925,372137.0838,9929486.035,Lagothrix
926,372047.5022,9929478.028,Lagothrix
927,372097.5934,9929489.407,Lagothrix
928,372107.6087,9929486.506,Lagothrix
929,373540.3365,9930315.762,Lagothrix
930,372227.3164,9929545.251,Lagothrix
931,372175.6758,9929496.354,Lagothrix
932,372737.8078,9929524.049,Lagothrix
933,372733.7851,9929499.136,Lagothrix
934,372023.6745,9929580.627,Lagothrix
935,371369.1005,9930425.048,Lagothrix
936,371363.6627,9930422.513,Lagothrix
937,371323.29,9930444.16,Lagothrix
938,372530.563,9930605.189,Lagothrix
939,372512.8664,9930503.359,Lagothrix
940,370467.066,9929502.489,Lagothrix
941,374049.576,9928937.148,Lagothrix
942,372565.8031,9929876.26,Lagothrix
943,372355.6441,9929689.801,Lagothrix
944,372738.2405,9929308.604,Lagothrix
945,372278.4099,9929017.907,Lagothrix
946,372293.5716,9928989.59,Lagothrix
947,372371.23,9928876.454,Lagothrix
948,371474.582,9930011.169,Lagothrix
949,371293.5,9930064.7,Lagothrix
950,371293.5,9930024.7,Lagothrix
951,371291.7,9929872.7,Lagothrix
952,371323.2138,9929867.143,Lagothrix
953,371358.3124,9929898.143,Lagothrix
954,373323.1035,9930247.061,Lagothrix
955,373127.6549,9930221.135,Lagothrix
956,373168.7623,9930106.441,Lagothrix
957,373248.7546,9930037.499,Lagothrix
958,373249.8785,9930040.28,Lagothrix
959,373297.4052,9929922.841,Lagothrix
960,370925.7695,9930029.942,Lagothrix
961,371003.5499,9930014.597,Lagothrix
962,370951.5406,9929998.974,Lagothrix
963,370943.6928,9930005.864,Lagothrix
964,370958,9929999,Lagothrix
965,370908.5831,9929912.041,Lagothrix
966,370906,9929786,Lagothrix
967,370865,9929755,Lagothrix
968,370347,9929717,Lagothrix
969,370790,9929752,Lagothrix
970,370822.7574,9929536.657,Lagothrix
971,370780,9929414,Lagothrix
972,372810.7251,9929216.941,Lagothrix
973,372614.1629,9929187.573,Lagothrix
974,372572.5024,9929192.889,Lagothrix
975,372365.9909,9929560.17,Lagothrix
976,372147.5015,9929692.967,Lagothrix
977,371991.3116,9929666.729,Lagothrix
978,372557.2909,9929781.961,Lagothrix
979,370958,9929999,Lagothrix
980,372126.405,9929478.407,Lagothrix
981,372111.7322,9929520.119,Lagothrix
982,372282.0014,9928975.801,Lagothrix
983,372682.557,9929668.209,Lagothrix
984,371902.0701,9930107.516,Lagothrix
985,371934,9929820,Lagothrix
986,371746.6017,9929769.25,Lagothrix
987,371957,9929786,Lagothrix
988,372206.4918,9929591.145,Lagothrix
989,372558.5845,9929559.72,Lagothrix
990,372619.7245,9929309.385,Lagothrix
991,372607.3844,9929073.119,Lagothrix
992,371975.6114,9930160.739,Lagothrix
993,371842.8864,9930551.28,Lagothrix
994,372308.3556,9929530.486,Lagothrix
995,373019.737,9930335.125,Lagothrix
996,370721.9264,9930073.401,Lagothrix
997,371364.1382,9929866.631,Lagothrix
998,371231,9930076,Lagothrix
999,371206,9930062,Lagothrix
1000,371114,9930014,Lagothrix
1001,371012.9393,9929992.256,Lagothrix
1002,370336.2099,9929727.42,Lagothrix
1003,372063.6028,9929857.728,Lagothrix
1004,371534,9930914,Cebus
1005,372211.2228,9929567.741,Lagothrix
1006,372284.2915,9929557.516,Lagothrix
1007,372239.9092,9929614.006,Lagothrix
1008,372561.3285,9929505.118,Lagothrix
1009,372492.5408,9929557.159,Lagothrix
1010,371682.4928,9929819.129,Lagothrix
1011,372564.4317,9929841.95,Lagothrix
1012,372580.4701,9929949.948,Lagothrix
1013,372200.7117,9929658.508,Lagothrix
1014,372365.8,9929301.41,Lagothrix
1015,372087.4672,9929917.604,Lagothrix
1016,372039,9929939,Lagothrix
1017,372205.4141,9929599.94,Lagothrix
1018,371956.1857,9929680.221,Lagothrix
1019,371968.2447,9929665.906,Lagothrix
1020,372606.7255,9929089.628,Lagothrix
1021,372657.3152,9928995.566,Lagothrix
1022,372843.698,9928812.645,Lagothrix
1023,372905.2771,9928844.282,Lagothrix
1024,372965.9241,9928966.405,Lagothrix
1025,372977.9168,9928966.823,Lagothrix
1026,372948.7941,9929117.736,Lagothrix
1027,372897.0783,9929123.777,Lagothrix
1028,372567.311,9929489.767,Lagothrix
1029,372284.1836,9930820.566,Lagothrix
1030,372322.6251,9929035.491,Lagothrix
1031,371658.6309,9929853.507,Lagothrix
1032,372899.1019,9930463.604,Lagothrix
1033,373133.7024,9930312.579,Lagothrix
1034,372489.3183,9929436.951,Lagothrix
1035,372054.4826,9930092.226,Lagothrix
1036,371878.2506,9929871.499,Lagothrix
1037,372012.4644,9929769.021,Lagothrix
1038,372007.2477,9929585.209,Lagothrix
1039,371866.9416,9929761.281,Lagothrix
1040,372148.2818,9929764.171,Lagothrix
1041,371990.3402,9930120.513,Lagothrix
1042,372001.7154,9930107.879,Lagothrix
1043,372259.2086,9929690.38,Lagothrix
1044,372298.6535,9929599.782,Lagothrix
1045,370998.0037,9930640.507,Lagothrix
1046,372322.602,9929988.353,Lagothrix
1047,371043.3821,9929684.441,Lagothrix
1048,371415.993,9930092.85,Lagothrix
1049,371371.7198,9930103.56,Lagothrix
1050,371399,9930368.9,Lagothrix
1051,372570.7917,9929452.059,Lagothrix
1052,372159.6226,9929182.765,Lagothrix
1053,371039.3746,9929596.349,Lagothrix
1054,371190.2918,9929436.027,Lagothrix
1055,372672.9574,9930541.027,Lagothrix
1056,370462.1668,9931133.608,Lagothrix
1057,370626.608,9931163.592,Lagothrix
1058,372199.0805,9929296.123,Lagothrix
1059,372249.5793,9929294.346,Lagothrix
1060,372221.3973,9929508.244,Lagothrix
1061,372193.0699,9929750.851,Lagothrix
1062,372825.3908,9929393.383,Lagothrix
1063,372521.9027,9930588.189,Lagothrix
1064,372584.2109,9929176.985,Lagothrix
1065,372987.8181,9929588.606,Lagothrix
1066,372286.8488,9929544.283,Lagothrix
1067,372967.8725,9929594.495,Lagothrix
1068,370508.1859,9930360.244,Lagothrix
1069,370506.9062,9930409.588,Lagothrix
1070,372484.9254,9929784.359,Lagothrix
1071,372255.9962,9929751.545,Lagothrix
1072,371522.7774,9929861.933,Lagothrix
1073,371366.5,9930062.2,Lagothrix
1074,372904.7401,9930461.552,Lagothrix
1075,373123.136,9930257.916,Lagothrix
1076,372209.9171,9929308.364,Lagothrix
1077,372917.4925,9930049.545,Lagothrix
1078,372934.4868,9930073.131,Lagothrix
1079,372924.3112,9930102.037,Lagothrix
1080,372928.4362,9930226.728,Lagothrix
1081,372721.043,9930361.683,Lagothrix
1082,372674.788,9929594.681,Lagothrix
1083,370461.6318,9930743.427,Lagothrix
1084,371285.6882,9930911.417,Cebus
1085,370615.5956,9930947.577,Lagothrix
1086,370750.4182,9931265.225,Lagothrix
1087,371104.4304,9931089.917,Lagothrix
1088,372122.6889,9929482.682,Lagothrix
1089,372101.9941,9929516.33,Lagothrix
1090,371746.13,9929805.747,Lagothrix
1091,371466.1943,9929846.045,Lagothrix
1092,371451.6618,9929666.75,Lagothrix
1093,371093.4231,9930665.918,Cebus
1094,370528.8411,9930784.7,Lagothrix
1095,371890.2217,9929801.438,Lagothrix
1096,372139.3334,9930230.801,Lagothrix
1097,371560.1643,9929996.417,Lagothrix
1098,371388.2062,9929859.283,Lagothrix
1099,370452.1171,9929473.5,Lagothrix
1100,372267.6278,9929898.134,Lagothrix
1101,372007.9325,9930050.862,Lagothrix
1102,372113.8496,9930853.718,Lagothrix
1103,372905.5228,9930652.497,Lagothrix
1104,372211.4005,9929364.234,Lagothrix
1105,372824.1658,9930062.348,Lagothrix
1106,371950.2117,9929967.893,Lagothrix
1107,372136.6183,9929975.813,Lagothrix
1108,372275.7328,9930013.565,Lagothrix
1109,372223.8239,9929948.624,Lagothrix
1110,372678.3162,9930441.473,Lagothrix
1111,372687.2638,9930531.978,Lagothrix
1112,372501.9516,9930548.033,Cebus
1113,372515.7985,9930459.124,Lagothrix
1114,372315.6571,9930814.874,Lagothrix
1115,372493.5588,9930172.551,Lagothrix
1116,372515.2094,9930160.051,Lagothrix
1117,372513.2398,9930160.398,Lagothrix
1118,372569.9216,9930267.419,Lagothrix
1119,372924.2851,9930404.812,Lagothrix
1120,373066.7106,9930617.623,Lagothrix
1121,373021.4401,9930727.134,Lagothrix
1122,373024.6872,9930805.047,Lagothrix
1123,373025.318,9930826.146,Lagothrix
1124,372479.552,9930653.446,Lagothrix
1125,372836.2662,9929025.586,Lagothrix
1126,372727.2711,9928871.702,Lagothrix
1127,372760.0016,9928867.909,Lagothrix
1128,372970.6574,9928726.563,Lagothrix
1129,372962.9338,9928548.042,Lagothrix
1130,371625.6311,9929787.298,Lagothrix
1131,371645.148,9929378.156,Lagothrix
1132,371498.1,9929415.2,Lagothrix
1133,371685.0475,9929386.592,Lagothrix
1134,371677.169,9929385.203,Lagothrix
1135,370282.4523,9930524.019,Lagothrix
1136,370554.5363,9931048.147,Lagothrix
1137,371439.9744,9930586.656,Lagothrix
1138,372068.1233,9930441.432,Lagothrix
1139,371185.3542,9929843.039,Lagothrix
1140,371473.9,9930011.9,Lagothrix
1141,370756.4647,9930452.779,Lagothrix
1142,370569.354,9931349.35,Lagothrix
1143,372648.3973,9929298.529,Lagothrix
1144,371399.8283,9929607.224,Lagothrix
1145,371390.9825,9929580.523,Lagothrix
1146,371440.9527,9929599.278,Lagothrix
1147,371169.9289,9929780.126,Lagothrix
1148,371399.303,9929533.421,Lagothrix
1149,371387.303,9929533.421,Lagothrix
1150,371651.8063,9929833.284,Lagothrix
1151,371658.7,9929834.5,Lagothrix
1152,371853.1603,9929826.851,Lagothrix
1153,371840.6603,9929805.2,Lagothrix
1154,371838.3165,9929772.727,Lagothrix
1155,372164.2383,9930237.98,Lagothrix
1156,372164.2383,9930232.98,Lagothrix
1157,371410.189,9929515.523,Lagothrix
1158,372491.2394,9929231.268,Lagothrix
1159,372819.2218,9929364.137,Lagothrix
1160,372881.3925,9929430.838,Lagothrix
1161,372665.4014,9929674.341,Lagothrix
1162,372832.3239,9929547.299,Lagothrix
1163,372728.9032,9929754.148,Lagothrix
1164,372614.9943,9929567.462,Lagothrix
1165,372379.7773,9929499.627,Lagothrix
1166,372269.7558,9929123.523,Lagothrix
1167,372819.043,9929482.055,Lagothrix
1168,370582.6958,9931066.941,Lagothrix
1169,371053.2992,9931067.791,Lagothrix
1170,371065.1169,9931069.874,Lagothrix
1171,370933.3028,9930975.222,Lagothrix
1172,370908.1455,9931056.969,Lagothrix
1173,370889.9589,9931046.469,Lagothrix
1174,370885.3627,9931050.326,Lagothrix
1175,370471.2702,9931062.592,Lagothrix
1176,370357.1183,9931156.753,Lagothrix
1177,370343.0229,9931151.623,Lagothrix
1178,370388.4406,9931088.774,Lagothrix
1179,370756.8424,9930948.162,Lagothrix
1180,370901.6807,9931040.173,Cebus
1181,370081.4102,9930425.689,Lagothrix
1182,372075.1442,9930477.443,Lagothrix
1183,372059.599,9930511.207,Lagothrix
1184,372083.8915,9930510.823,Cebus
1185,372076.1681,9930450.638,Cebus
1186,371975.6114,9930164.739,Lagothrix
1187,372175.9618,9929157.605,Lagothrix
1188,372260.3589,9929126.943,Lagothrix
1189,372298.5761,9929105.451,Lagothrix
1190,370381.4849,9929948.081,Lagothrix
1191,370506.2764,9930734.473,Lagothrix
1192,370375.6465,9930571.306,Lagothrix
1193,370219.4076,9930643.159,Lagothrix
1194,372156.474,9930027.639,Lagothrix
1195,371759.8317,9929980.303,Lagothrix
1196,371808.9231,9930458.063,Lagothrix
1197,371696.5352,9930084.823,Lagothrix
1198,371955.2775,9930150.421,Lagothrix
1199,372070.4019,9930131.803,Lagothrix
1200,371996.233,9930470.641,Cebus
1201,372025.3612,9930490.44,Cebus
1202,370562.9216,9930021.993,Lagothrix
1203,370536.5525,9930113.652,Lagothrix
1204,371372.6331,9930103.627,Lagothrix
1205,372381.1665,9929527.805,Lagothrix
1206,372239.5091,9929068.761,Lagothrix
1207,372171.9377,9929184.02,Lagothrix
1208,371510.0199,9929982.443,Lagothrix
1209,371912.3658,9930579.567,Lagothrix
1210,370915.4838,9930929.925,Lagothrix
1211,371445.2092,9929976.333,Lagothrix
1212,370361.9295,9930682.1,Lagothrix
1213,372207.9365,9929573.922,Lagothrix
1214,372546.0078,9929732.366,Lagothrix
1215,371647.0257,9929807.608,Lagothrix
1216,370106.9639,9930241.457,Lagothrix
1217,371151.4173,9929955.444,Lagothrix
1218,372578.3413,9930279.576,Lagothrix
1219,372021.2767,9930057.985,Lagothrix
1220,372260.8221,9930715.786,Lagothrix
1221,372489.4158,9930786.308,Lagothrix
1222,372744.4057,9930351.185,Lagothrix
1223,372602.2558,9930592.609,Lagothrix
1224,372219.948,9930070.502,Lagothrix
1225,372359.0182,9929547.667,Lagothrix
1226,372368.6608,9929436.286,Lagothrix
1227,371746.8931,9929980.078,Lagothrix
1228,372175.8488,9929585.47,Lagothrix
1229,372738.9355,9929862.448,Lagothrix
1230,372159.1979,9931153.658,Lagothrix
1231,371807.4123,9929868.718,Lagothrix
1232,372150.85,9929644.06,Lagothrix
1233,370288.0196,9930607.582,Lagothrix
1234,372197.6929,9930102.188,Lagothrix
1235,372467.721,9929825.944,Lagothrix
1236,370516.6793,9930801.848,Lagothrix
1237,371927.2006,9930021.64,Lagothrix
1238,372079.1198,9930832.16,Lagothrix
1239,372582.4669,9929733.362,Lagothrix
1240,372928.2275,9929939.668,Lagothrix
1241,370557.5632,9930682.247,Lagothrix
1242,370427.2501,9930836.188,Lagothrix
1243,372347.6497,9929493.539,Lagothrix
1244,371548.5885,9929914.01,Lagothrix
1245,371794.3648,9929942.671,Lagothrix
1246,372076.646,9930793.531,Lagothrix
1247,371402.5909,9929863.052,Lagothrix
1248,371971.2877,9930140.594,Lagothrix
1249,370668.2062,9930548.51,Lagothrix
1250,372706.6593,9929906.409,Lagothrix
1251,372309.0376,9930093.428,Lagothrix
1252,370443.485,9930862.666,Lagothrix
1253,371465.3878,9929420.147,Lagothrix
1254,371239.7571,9929705.465,Lagothrix
1255,371426.2442,9929640.067,Lagothrix
1256,371529.0441,9929836.919,Lagothrix
1257,370578.2624,9931063.51,Lagothrix
1258,370616.1586,9930961.013,Lagothrix
1259,370448.468,9930645.211,Lagothrix
1260,370811.9773,9931024.264,Cebus
1261,370503.0901,9930748.878,Lagothrix
1262,371074.9478,9930691.776,Lagothrix
1263,372085.1822,9930835.405,Lagothrix
1264,372253.1045,9930815.278,Lagothrix
1265,372284.658,9930834.318,Lagothrix
1266,370893.8482,9930690.92,Lagothrix
1267,372303.681,9930570.165,Lagothrix
1268,372409.6417,9931075.939,Cebus
1269,372221.8945,9930549.798,Lagothrix
1270,372294.1079,9930833.478,Lagothrix
1271,371960.9959,9929983.442,Lagothrix
1272,370989.7879,9929614.088,Lagothrix
1273,370425.3076,9931518.535,Lagothrix
1274,371440.3492,9929952.831,Lagothrix
1275,371666.7794,9929994.552,Lagothrix
1276,372350.6913,9929954.552,Lagothrix
1277,372206.7497,9929685.666,Lagothrix
1278,372545.5044,9929810.569,Lagothrix
1279,372683.8789,9929196.626,Lagothrix
1280,372652.9609,9929258.083,Lagothrix
1281,372681.0856,9929921.646,Lagothrix
1282,371968.5371,9930133.393,Lagothrix
1283,371926.5773,9929801.868,Lagothrix
1284,370477.9281,9929557.493,Lagothrix
1285,370538.4743,9929782.552,Lagothrix
1286,370909.1264,9929653.517,Lagothrix
1287,370592.0237,9929800.078,Lagothrix
1288,370837.9776,9929373.673,Lagothrix
1289,370981.9142,9929573.693,Lagothrix
1290,370542.9365,9930789.831,Lagothrix
1291,370362.844,9930569.049,Lagothrix
1292,372146.626,9930029.376,Lagothrix
1293,370718.8599,9930850.259,Lagothrix
1294,371883.5947,9929862.16,Pithecia
1295,371881.3288,9929863.042,Pithecia
1296,372241.9445,9929707.052,Pithecia
1297,372146.9572,9929949.196,Pithecia
1298,372048.191,9929996.846,Pithecia
1299,371878.5778,9929823.88,Pithecia
1300,372027.0467,9929672.505,Pithecia
1301,371952.5905,9929643.968,Pithecia
1302,371983.3328,9929674.444,Pithecia
1303,371994.4502,9929998.785,Pithecia
1304,372257.0775,9929994.849,Pithecia
1305,372197.7048,9929699.469,Pithecia
1306,372047.7215,9929630.151,Pithecia
1307,371786.4048,9929848.702,Pithecia
1308,371855.7314,9929798.816,Pithecia
1309,371957.9859,9930002.917,Pithecia
1310,371945.9581,9930052.328,Pithecia
1311,371900.5656,9930091.386,Pithecia
1312,371778.8171,9929781.566,Pithecia
1313,371896.2659,9929799.032,Pithecia
1314,371987.612,9929735.971,Pithecia
1315,372002.0914,9930009.302,Pithecia
1316,371998.5656,9930091.386,Pithecia
1317,371905.4355,9930103.44,Pithecia
1318,371951.3024,9929911.041,Pithecia
1319,372478.9519,9929714.127,Pithecia
1320,372436.6127,9929795.828,Pithecia
1321,372374.8079,9929960.972,Pithecia
1322,372310.1625,9929964.404,Pithecia
1323,372147.1284,9930035.901,Pithecia
1324,372137.1664,9930035.029,Pithecia
1325,371994.5688,9930113.555,Pithecia
1326,372387.6991,9929954.246,Pithecia
1327,372443.646,9929957.648,Pithecia
1328,372463.031,9929771.842,Pithecia
1329,372358.4272,9929710.424,Pithecia
1330,372350.4382,9929710.843,Pithecia
1331,372334.4089,9929665.994,Pithecia
1332,372307.6809,9929525.685,Pithecia
1333,372303.7017,9929557.468,Pithecia
1334,372361.3326,9929511.863,Pithecia
1335,372375.9471,9929516.713,Pithecia
1336,372291.8048,9929418.624,Pithecia
1337,372291.9664,9930026.809,Pithecia
1338,372298.0468,9930088.875,Pithecia
1339,372355.1521,9930071.778,Pithecia
1340,372250.2,9929938.3,Pithecia
1341,372300.576,9929575.195,Pithecia
1342,372285.126,9930008.015,Pithecia
1343,372072.6776,9929769.86,Pithecia
1344,372373.6221,9929977.93,Pithecia
1345,372352.4902,9929996.3,Pithecia
1346,372376.55,9929649.554,Pithecia
1347,372186.3586,9929695.562,Pithecia
1348,372066.1857,9929931.743,Pithecia
1349,372023.8362,9929939.348,Pithecia
1350,372313.8098,9929541.56,Pithecia
1351,371832.9743,9929842.312,Pithecia
1352,372160.9522,9929941.921,Pithecia
1353,371985.1924,9930182.542,Pithecia
1354,371909.0495,9930108.712,Pithecia
1355,372341.4059,9929662.115,Pithecia
1356,372241.1043,9929576.692,Pithecia
1357,372363.5694,9929654.799,Pithecia
1358,372137.8061,9929685.807,Pithecia
1359,372134.0973,9929687.305,Pithecia
1360,372173.7454,9929644.181,Pithecia
1361,372172.5288,9929639.502,Pithecia
1362,372170.9137,9929631.212,Pithecia
1363,372233.2666,9929540.914,Pithecia
1364,372238.3954,9929548.455,Pithecia
1365,372230.5303,9929549.081,Pithecia
1366,372309.4144,9929526.853,Pithecia
1367,372124.37,9929992.013,Pithecia
1368,372017.2464,9930092.181,Pithecia
1369,371979.1205,9930004.524,Pithecia
1370,372152.0702,9929679.866,Pithecia
1371,372080.1891,9930076.952,Pithecia
1372,372275.7047,9930128.479,Pithecia
1373,372314.1773,9929959.945,Pithecia
1374,372367.4158,9929932.493,Pithecia
1375,372388.7312,9929959.508,Pithecia
1376,372383.9944,9929957.713,Pithecia
1377,372394.3503,9929973.416,Pithecia
1378,372471.2803,9929719.397,Pithecia
1379,372474.8,9929722.9,Pithecia
1380,372344.5811,9929652.471,Pithecia
1381,372380.3047,9929966.579,Pithecia
1382,372378.5004,9929945.931,Pithecia
1383,372315.4817,9930085.287,Pithecia
1384,372630.7185,9930075.145,Pithecia
1385,371824.9791,9929842.033,Pithecia
1386,371845.7729,9929790.46,Pithecia
1387,371961.4521,9929758.538,Pithecia
1388,371946,9929778,Pithecia
1389,372034.4257,9930144.193,Pithecia
1390,372429.453,9929615.329,Pithecia
1391,372294.0014,9929902.443,Pithecia
1392,372119.2001,9930065.67,Pithecia
1393,372075.9486,9929937.608,Pithecia
1394,372187.5445,9929606.789,Pithecia
1395,371955.6047,9929777.664,Pithecia
1396,371923.8305,9929784.685,Pithecia
1397,372136.3174,9929719.29,Pithecia
1398,372179.3011,9929627.682,Pithecia
1399,372289.142,9929578.064,Pithecia
1400,371698.5606,9929850.583,Pithecia
1401,371722.9676,9929809.778,Pithecia
1402,372295.7198,9929580.458,Pithecia
1403,371925.3326,9929948.523,Pithecia
1404,372002.6661,9930070.507,Pithecia
1405,372113.368,9929936.493,Pithecia
1406,371883.9225,9930125.074,Pithecia
1407,372112.5875,9929964.132,Pithecia
1408,372055.0847,9929998.976,Pithecia
1409,371973.1172,9929669.589,Pithecia
