ID,UTMX,UTMY,Genus
1410,371761.3606,9929811.715,Pithecia
1411,371896.3903,9929957.377,Pithecia
1412,371916.942,9930125.698,Pithecia
1413,372103.0637,9930101.222,Pithecia
1414,372390.4223,9929950.053,Pithecia
1415,372429.9674,9929967.485,Pithecia
1416,372129.9809,9929684.144,Pithecia
1417,372274.9524,9929932.072,Pithecia
1418,371901.6735,9929857.891,Pithecia
1419,371900.9827,9929952.094,Pithecia
1420,371900.9827,9929952.094,Pithecia
1421,371888.8,9929859.7,Pithecia
1422,372093.9203,9929784.951,Pithecia
1423,371956.3386,9929767.803,Pithecia
1424,371976.5577,9929646.518,Pithecia
1425,371997.7778,9929808.739,Pithecia
1426,372073.8993,9929775.006,Pithecia
1427,371969.6143,9929648.989,Pithecia
1428,371654.8639,9929854.918,Pithecia
1429,371747.5032,9930172.783,Pithecia
1430,371746.6017,9929769.25,Pithecia
1431,371739.6876,9929826.997,Pithecia
1432,371925.4053,9929949.562,Pithecia
1433,371967.7857,9929620.021,Pithecia
1434,371959.3698,9929674.015,Pithecia
1435,371949.4896,9929713.269,Pithecia
1436,372143.6598,9929625.377,Pithecia
1437,372377.5276,9930061.843,Pithecia
1438,371990.0644,9929799.546,Pithecia
1439,372069.6135,9929772.431,Pithecia
1440,372143.8207,9929720.412,Pithecia
1441,372043.5,9930142.3,Pithecia
1442,372105.1285,9929798.694,Pithecia
1443,372219.9619,9929508.45,Pithecia
1444,372116,9929470,Pithecia
1445,372079.5449,9929795.783,Pithecia
1446,371877.1792,9929850.605,Pithecia
1447,371882.3741,9929872.987,Pithecia
1448,372126.1766,9929915.596,Pithecia
1449,372092.5785,9929745.463,Pithecia
1450,372092.5785,9929745.463,Pithecia
1451,371971.7892,9929811.896,Pithecia
1452,372181.3361,9929840.146,Pithecia
1453,372051.29,9929721.314,Pithecia
1454,372042.291,9929736.635,Pithecia
1455,372342.7652,9929656.035,Pithecia
1456,372183.7132,9929994.059,Pithecia
1457,372194.7279,9929693.643,Pithecia
1458,372363.9455,9929933.718,Pithecia
1459,371933.7121,9929457.478,Pithecia
1460,372288.283,9929895.054,Pithecia
1461,372448.7599,9929797.968,Pithecia
1462,372432.2916,9929784.349,Pithecia
1463,371689.9541,9929912.296,Pithecia
1464,371671.7149,9929975.013,Pithecia
1465,372385.268,9929968.034,Pithecia
1466,372127.5883,9929742.558,Pithecia
1467,371890.6909,9929921.993,Pithecia
1468,371897.2687,9929919.599,Pithecia
1469,371932.1353,9929910.649,Pithecia
1470,371916.0266,9929910.019,Pithecia
1471,371668.3499,9930276.045,Pithecia
1472,371983.3574,9929732.122,Pithecia
1473,371903.6302,9929755.03,Pithecia
1474,371960,9929802,Pithecia
1475,371979.6697,9929653.734,Pithecia
1476,371915.4148,9929943.538,Pithecia
1477,372248.2179,9929845.324,Pithecia
1478,371714.8755,9929833.688,Pithecia
1479,371863.0823,9929965.948,Pithecia
1480,371995.1001,9929891.091,Pithecia
1481,372044.7203,9929989.571,Pithecia
1482,371479.5199,9929402.533,Pithecia
1483,371765.7035,9930426.422,Pithecia
1484,371439.1719,9930015.864,Pithecia
1485,371439.1719,9930015.864,Pithecia
1486,371439.1719,9930015.864,Pithecia
1487,372092.4073,9929717.756,Pithecia
1488,372092.4073,9929717.756,Pithecia
1489,372092.4073,9929717.756,Pithecia
1490,371897.2687,9929919.599,Pithecia
1491,371897.2687,9929919.599,Pithecia
1492,372363.9455,9929933.718,Pithecia
1493,372363.9455,9929933.718,Pithecia
1494,372038.6798,9929930.377,Pithecia
1495,372038.6798,9929930.377,Pithecia
1496,371989.9537,9929992.447,Pithecia
1497,372069.5207,9929909.268,Pithecia
1498,372111.4022,9929657.254,Pithecia
1499,372027,9929928,Pithecia
1500,371879.2048,9929925.928,Pithecia
1501,372892.0476,9928830.201,Pithecia
1502,371968.2447,9929665.906,Pithecia
1503,371994.0654,9929625.375,Pithecia
1504,371982.2557,9929666.115,Pithecia
1505,371976.9731,9929640.765,Pithecia
1506,371955.8111,9929689.859,Pithecia
1507,371926.447,9929952.157,Pithecia
1508,372210.7842,9929945.199,Pithecia
1509,372144.4685,9929940.841,Pithecia
1510,371869.9063,9929933.993,Pithecia
1511,372155.9511,9929740.257,Pithecia
1512,372087.6589,9930004.449,Pithecia
1513,372182.0257,9929668.437,Pithecia
1514,372026.4097,9929528.658,Pithecia
1515,371871.894,9929737.093,Pithecia
1516,371766.5641,9930051.363,Pithecia
1517,372035.9519,9929578.664,Pithecia
1518,372299.2831,9929797.657,Pithecia
1519,372079.9584,9929948.834,Pithecia
1520,371883.6327,9929620.665,Pithecia
1521,371825.031,9929550.102,Pithecia
1522,371821.4784,9929752.061,Pithecia
1523,371907.8753,9929930.206,Pithecia
1524,372101.6555,9929778.997,Pithecia
1525,371908.2817,9930115.698,Pithecia
1526,371854.3203,9930132.74,Pithecia
1527,372286.9149,9929644.969,Pithecia
1528,372173.2446,9929527.429,Pithecia
1529,372136.062,9929620.027,Pithecia
1530,372405.268,9929968.034,Pithecia
1531,372218.2881,9929726.21,Pithecia
1532,372093.0229,9929784.155,Pithecia
1533,371938.4874,9929665.529,Pithecia
1534,372058.8269,9930075.457,Pithecia
1535,372057.3766,9930092.684,Pithecia
1536,372064.8395,9930106.098,Pithecia
1537,372290.0161,9929550.919,Pithecia
1538,371905,9929820,Pithecia
1539,371924.6772,9929920.333,Pithecia
1540,372016.1109,9929867.122,Pithecia
1541,372118.1781,9929965.512,Pithecia
1542,372156.9953,9930012.061,Pithecia
1543,372235.4372,9930041.488,Pithecia
1544,372069.3161,9929946.257,Pithecia
1545,372234.4358,9929688.861,Pithecia
1546,372119.1499,9929966.154,Pithecia
1547,372070.3407,9929947.668,Pithecia
1548,372265.2447,9929559.377,Pithecia
1549,372224.8868,9929958.652,Pithecia
1550,372100.4619,9929945.01,Pithecia
1551,372035.1443,9929926.841,Pithecia
1552,372127.4503,9929953.331,Pithecia
1553,372174.5639,9929778.21,Pithecia
1554,372152.2447,9929684.863,Pithecia
1555,372212.2174,9929608.508,Pithecia
1556,372259.2086,9929690.38,Pithecia
1557,372110.4498,9929771.204,Pithecia
1558,372121.7934,9929947.674,Pithecia
1559,372345.9387,9929705.481,Pithecia
1560,372336.3179,9929700.148,Pithecia
1561,372294.49,9929905.908,Pithecia
1562,371887.6522,9929611.022,Pithecia
1563,372239.1347,9929576.345,Pithecia
1564,372101.8248,9929516.372,Pithecia
1565,372101.8248,9929516.372,Pithecia
1566,372135.697,9929523.46,Pithecia
1567,372057.0229,9930114.014,Pithecia
1568,371994.8373,9929710.03,Pithecia
1569,371923.67,9929525.225,Pithecia
1570,372075.2042,9929928.64,Pithecia
1571,371892.7457,9929594.87,Pithecia
1572,371915.7036,9929935.745,Pithecia
1573,371942.7154,9929738.855,Pithecia
1574,372002.9482,9929808.522,Pithecia
1575,372322.9296,9929696.055,Pithecia
1576,372109.149,9929720.708,Pithecia
1577,372006.5397,9929858.359,Pithecia
1578,371891.6855,9929586.205,Pithecia
1579,371869.268,9929591.822,Pithecia
1580,371875.2895,9929625.078,Pithecia
1581,372090.6649,9930080.56,Pithecia
1582,372058.2559,9929971.82,Pithecia
1583,372433.7426,9929709.905,Pithecia
1584,372152.1102,9929732.915,Pithecia
1585,372493.0933,9929730.98,Pithecia
1586,371969.9651,9929672.051,Pithecia
1587,372251.5366,9929987.757,Pithecia
1588,372001.0168,9929878.403,Pithecia
1589,371969.6006,9929715.257,Pithecia
1590,371903.6305,9930163.89,Pithecia
1591,372046.6123,9929968.917,Pithecia
1592,372090.054,9930078.63,Pithecia
1593,371989.5058,9930048.919,Pithecia
1594,371975.1134,9929691.728,Pithecia
1595,371966.9601,9929824.912,Pithecia
1596,372227.6232,9929595.123,Pithecia
1597,372214.1174,9929656.687,Pithecia
1598,372186.0461,9929603.08,Pithecia
1599,372311.232,9929711.027,Pithecia
1600,372070.144,9930098.92,Pithecia
1601,372070.1257,9930098.927,Pithecia
1602,371930.474,9929803.729,Pithecia
1603,372197.1839,9929801.107,Pithecia
1604,372426.7149,9929929.269,Pithecia
1605,372361.1753,9929648.221,Pithecia
1606,372354.5931,9929642.083,Pithecia
1607,372214.3475,9929655.191,Pithecia
1608,372226.8765,9929668.018,Pithecia
1609,372272.2328,9930019.627,Pithecia
1610,371904.4962,9929787.635,Pithecia
1611,372276.2424,9929839.001,Pithecia
1612,372019.7991,9929680.619,Pithecia
1613,372049.8053,9929618.333,Pithecia
1614,372357.8773,9929709.652,Pithecia
1615,372357.9556,9929673.227,Pithecia
1616,372359.0144,9929678.722,Pithecia
1617,372088.0929,9929913.653,Pithecia
1618,372185.462,9929828.722,Pithecia
1619,372289.1416,9929621.529,Pithecia
1620,372124.0371,9929718.879,Pithecia
1621,371865.6862,9929833.207,Pithecia
1622,372210.3881,9929618.868,Pithecia
1623,371971.034,9929711.522,Pithecia
1624,371971.0244,9929711.502,Pithecia
1625,371980.8831,9929673.392,Pithecia
1626,372193.8563,9929683.681,Pithecia
1627,372126.6659,9929962.297,Pithecia
1628,372045.7051,9929989.745,Pithecia
1629,371904.6709,9930135.49,Pithecia
1630,372282.5747,9929584.835,Pithecia
1631,371947.344,9929694.816,Pithecia
1632,371986.6693,9929614.554,Pithecia
1633,372155.2679,9930020.799,Pithecia
1634,372117.4424,9929753.065,Pithecia
1635,372282.8306,9929669.202,Pithecia
1636,372121.7934,9929947.674,Pithecia
1637,372033.1906,9929922.239,Pithecia
1638,372138.5615,9929743.326,Pithecia
1639,372138.5615,9929743.326,Pithecia
1640,372185.4706,9929967.341,Pithecia
1641,372094.2709,9929929.635,Pithecia
1642,372076.4303,9930070.111,Pithecia
1643,372020.899,9929725.156,Pithecia
1644,371855.4611,9929755.777,Pithecia
1645,372147.8755,9929918.445,Pithecia
1646,371966.2607,9929655.249,Pithecia
1647,371884.8888,9929866.99,Pithecia
1648,372034.2733,9929950.459,Pithecia
1649,372040.7169,9929947.724,Pithecia
1650,372176.1865,9929940.191,Pithecia
1651,371965.2217,9929692.727,Pithecia
1652,371640.3781,9929824.205,Pithecia
1653,372013.7794,9929532.015,Pithecia
1654,372029.6197,9929575.274,Pithecia
1655,371876.4934,9929654.092,Pithecia
1656,371964.057,9929654.744,Pithecia
1657,371962.9151,9929658.965,Pithecia
1658,372307.6317,9929535.684,Pithecia
1659,372316.5735,9929555.073,Pithecia
1660,371957.7,9929677.5,Pithecia
1661,371911.8604,9929595.023,Pithecia
1662,371910.613,9929600.891,Pithecia
1663,371942.02,9929529.249,Pithecia
1664,371910.4954,9929601.055,Pithecia
1665,371972.278,9929620.705,Pithecia
1666,371955.1572,9929595.871,Pithecia
1667,372319.913,9929530.082,Pithecia
1668,372310.6956,9929546.983,Pithecia
1669,371897.0404,9929592.818,Pithecia
1670,371897.0404,9929592.818,Pithecia
1671,371882.0445,9929626.19,Pithecia
1672,372208.7445,9929685.509,Pithecia
1673,371876.8425,9929630.874,Pithecia
1674,371914.8485,9929602.015,Pithecia
1675,371932.1825,9929603.651,Pithecia
1676,371932.1558,9929603.642,Pithecia
1677,371963.0216,9929679.018,Pithecia
1678,371963.0529,9929679.004,Pithecia
1679,372197.3592,9929947.264,Pithecia
1680,372121.6916,9929958.942,Pithecia
1681,371939.9485,9929555.011,Pithecia
1682,372052.7008,9929989.989,Pithecia
1683,372337.0247,9929901.554,Pithecia
1684,372229.5902,9929986.223,Pithecia
1685,372049.4097,9929986.92,Pithecia
1686,372218.2577,9929591.285,Pithecia
1687,372142.1897,9929990.179,Pithecia
1688,371883.807,9929618.673,Pithecia
1689,371892.7457,9929594.87,Pithecia
1690,372298.3226,9929886.641,Pithecia
1691,371960.4066,9929850.707,Pithecia
1692,371955.507,9929763.891,Pithecia
1693,372204.4046,9929667.808,Pithecia
1694,371926.8487,9929905.843,Pithecia
1695,371869.3669,9929952.833,Pithecia
1696,371966.2815,9929655.215,Pithecia
1697,371966.2815,9929655.215,Pithecia
1698,371966.2607,9929655.249,Pithecia
1699,372013.1175,9929798.835,Pithecia
1700,371804.7443,9929760.445,Pithecia
1701,372261.7193,9929913.096,Pithecia
1702,372069.9015,9929935.089,Pithecia
1703,372094.4129,9929957.507,Pithecia
1704,372069.5541,9930075.755,Pithecia
1705,371994.1339,9929888.233,Pithecia
1706,372050.2371,9929894.549,Pithecia
1707,372027.7212,9929679.506,Pithecia
1708,371990.2778,9929821.729,Pithecia
1709,371994.439,9929876.009,Pithecia
1710,372249.7407,9929933.272,Pithecia
1711,372091.7783,9930088.482,Pithecia
1712,372050.1521,9930099.157,Pithecia
1713,371988.8007,9930055.786,Pithecia
1714,372033.1906,9929922.239,Pithecia
1715,372033.1906,9929922.239,Pithecia
1716,372010.7579,9929800.442,Pithecia
1717,372188.6611,9930003.347,Pithecia
1718,372312.3488,9929553.477,Pithecia
1719,372064.1413,9929915.994,Pithecia
1720,372064.1413,9929915.994,Pithecia
1721,372224.9915,9929961.65,Pithecia
1722,372276.0474,9929925.159,Pithecia
1723,372072.7345,9929899.331,Pithecia
1724,371970.0611,9929691.454,Pithecia
1725,372322.9296,9929696.055,Pithecia
1726,372333.9079,9929645.759,Pithecia
1727,372207.5248,9929707.614,Pithecia
1728,372050.6132,9930004.843,Pithecia
1729,371922.4217,9929949.249,Pithecia
1730,372217.3012,9929616.004,Pithecia
1731,372166.8689,9929954.609,Pithecia
1732,372034.2733,9929950.459,Pithecia
1733,371965.573,9929696.089,Pithecia
1734,372034.2946,9929950.49,Pithecia
1735,372138.2903,9929952.393,Pithecia
1736,372078.0971,9929938.114,Pithecia
1737,372171.1648,9929739.358,Pithecia
1738,372040.0317,9929714.814,Pithecia
1739,372040.0317,9929714.814,Pithecia
1740,371962.0111,9929975.291,Cebus
1741,371883.9234,9929787.818,Pithecia
1742,372381.0445,9929944.342,Pithecia
1743,372213.4664,9929708.449,Pithecia
1744,372018.2055,9929906.354,Pithecia
1745,372150.4383,9930022.093,Pithecia
1746,372027.4002,9929944.705,Pithecia
1747,372027.3789,9929944.674,Pithecia
1748,372032.2511,9929583.88,Pithecia
1749,372078.3763,9929930.119,Pithecia
1750,372102.6164,9930054.134,Pithecia
1751,372139.2935,9929971.988,Pithecia
1752,372151.7733,9929982.957,Pithecia
1753,372204.4449,9930019.947,Pithecia
1754,372057.7231,9930068.485,Pithecia
1755,372056.821,9929590.194,Pithecia
1756,371932.2897,9929609.787,Pithecia
1757,371956.1169,9929500.583,Pithecia
1758,371866.006,9929542.161,Pithecia
1759,372240.2842,9929549.142,Pithecia
1760,371897.3465,9929629.164,Pithecia
1761,372112.8976,9930054.3,Cebus
1762,372112.5875,9929964.132,Pithecia
1763,372236.0676,9929740.113,Pithecia
1764,372290.4206,9929771.634,Pithecia
1765,372296.0329,9929845.923,Pithecia
1766,372104.4031,9929787.177,Pithecia
1767,371913.7681,9929603.286,Pithecia
1768,371913.7681,9929603.286,Pithecia
1769,371988.3435,9929800.885,Pithecia
1770,371798.2873,9929795.064,Pithecia
1771,371925.2798,9929548.25,Pithecia
1772,371857.5556,9929596.907,Pithecia
1773,371866.0402,9929648.555,Pithecia
1774,371775.5177,9929800.277,Pithecia
1775,372230.1655,9929611.756,Pithecia
1776,372126.8925,9929737.607,Pithecia
1777,371960.7669,9929785.036,Pithecia
1778,371991.3116,9929666.729,Pithecia
1779,372186.6346,9929946.957,Pithecia
1780,372126.6659,9929962.297,Pithecia
1781,372055.9303,9929924.708,Pithecia
1782,372365.695,9929921.629,Pithecia
1783,372041.9265,9929952.575,Pithecia
1784,372322.0247,9929927.534,Pithecia
1785,372119.8853,9929937.858,Pithecia
1786,372079.1734,9929939.575,Pithecia
1787,371990.0956,9930044.205,Cebus
1788,372147.9622,9929949.143,Pithecia
1789,371929.7858,9929783.954,Pithecia
1790,372141.3816,9929839.625,Pithecia
1791,372269.2388,9929909.374,Pithecia
1792,372164.827,9929613.778,Pithecia
1793,372223.6903,9929611.19,Pithecia
1794,372161.6959,9929964.031,Pithecia
1795,371909.2076,9929915.921,Pithecia
1796,372258.6314,9929588.507,Pithecia
1797,372117.9134,9929762.052,Pithecia
1798,371889.3651,9929788.22,Pithecia
1799,372002.1041,9929610.935,Pithecia
1800,372148.2818,9929764.171,Pithecia
1801,372228.6685,9929699.834,Pithecia
1802,372190.2929,9929940.269,Pithecia
1803,372004.847,9929592.925,Pithecia
1804,372053.8255,9930048.104,Pithecia
1805,372214.7636,9929677.583,Pithecia
1806,372189.7134,9929926.145,Pithecia
1807,372039.2914,9929665.717,Pithecia
1808,371884.8888,9929866.99,Pithecia
1809,372016.506,9929723.98,Pithecia
1810,371884.8554,9929866.997,Pithecia
1811,372166.4712,9929959.474,Pithecia
1812,372326.0173,9929639.463,Pithecia
1813,371993.7237,9929749.197,Pithecia
1814,372131.1342,9929968.519,Pithecia
1815,372003.1179,9929753.783,Pithecia
1816,372309.1709,9929533.714,Pithecia
1817,372381.2493,9929727.187,Pithecia
1818,372337.5647,9929642.349,Pithecia
1819,372224.8842,9929728.555,Pithecia
1820,372284.4149,9929656.299,Pithecia
1821,372306.7494,9929624.976,Pithecia
1822,372178.3816,9929839.625,Pithecia
1823,372226.728,9929971.498,Pithecia
1824,371907.5865,9929785.992,Pithecia
1825,372177.3373,9929701.372,Pithecia
1826,372055.7687,9929997.097,Cebus
1827,371956.8472,9929773.069,Pithecia
1828,372223.0964,9929723.076,Pithecia
1829,372164.0938,9929732.287,Pithecia
1830,371848.5823,9929940.833,Pithecia
1831,372227.4929,9929690.434,Pithecia
1832,372021.0085,9929736.944,Pithecia
1833,372053.755,9930108.982,Pithecia
1834,372126.4663,9929966.727,Pithecia
1835,371911.6442,9929941.979,Pithecia
1836,372201.3868,9929701.031,Pithecia
1837,371895.5491,9929800.9,Pithecia
1838,372298.4113,9929598.281,Pithecia
1839,371960.2148,9929725.342,Pithecia
1840,372134.0973,9929958.988,Pithecia
1841,371878.9442,9929859.226,Pithecia
1842,371882.625,9929916.531,Pithecia
1843,372211.7356,9930029.945,Pithecia
1844,371969.1341,9929688.601,Pithecia
1845,372118.852,9929767.979,Pithecia
1846,371828.5202,9929444.16,Saimiri
1847,373030.1164,9928933.813,Saimiri
1848,372862.5462,9929423.634,Saimiri
1849,373224.6138,9929865.629,Saimiri
1850,373463.5872,9928740.279,Saimiri
1851,372895.3991,9929345.359,Saimiri
1852,372691.0095,9929869.602,Saimiri
1853,372843.698,9928812.645,Saimiri
1854,371540.1715,9929409.303,Saimiri
1855,371897.1731,9929459.002,Saimiri
1856,371584.3641,9929348.031,Saimiri
1857,371591.9798,9929264.303,Saimiri
1858,371968,9929458,Saimiri
1859,372047.0675,9930223.278,Saimiri
1860,372258.8105,9930138.719,Saimiri
1861,372352.3027,9930318.247,Saimiri
1862,372061.934,9929521.902,Saimiri
1863,372090.0024,9929482.174,Saimiri
1864,371596.284,9929438.771,Saimiri
1865,371582.1518,9929451.815,Saimiri
1866,371588.3088,9929505.784,Saimiri
1867,372673.42,9928861.381,Saimiri
1868,371955.5638,9929432.694,Saimiri
1869,371841.0558,9929451.577,Saimiri
1870,371561.5333,9929376.984,Saimiri
1871,371633.3081,9929396.672,Saimiri
1872,372651.8793,9928828.839,Saimiri
1873,372472.056,9928876.575,Saimiri
1874,372324.2466,9928849.759,Saimiri
1875,372098.6545,9929445.619,Saimiri
1876,372104.7,9929447.1,Saimiri
1877,372360.3858,9929762.155,Saimiri
1878,372213.1931,9929837.255,Saimiri
1879,372577.6401,9930161.368,Saimiri
1880,372439.1959,9930173.797,Saimiri
1881,372503.9211,9930076.087,Saimiri
1882,372385.0633,9929072.096,Saimiri
1883,372994.6927,9928934.503,Saimiri
1884,372377.5863,9929037.629,Saimiri
1885,372250.1765,9929953.253,Saimiri
1886,372521.6824,9930234.966,Saimiri
1887,373296.7532,9930054.319,Saimiri
1888,372355.4923,9929058.381,Saimiri
1889,371687.6591,9929866.559,Saimiri
1890,373062.4345,9930022.539,Saimiri
1891,371648.4821,9929732.919,Saimiri
1892,371771.2415,9929695.066,Saimiri
1893,372565.5559,9930105.16,Saimiri
1894,372853.9841,9929102.971,Saimiri
1895,371743.0345,9930147.001,Saimiri
1896,371649.7894,9929717.976,Saimiri
1897,372308.3221,9930177.455,Saimiri
1898,371774.896,9930418.709,Saimiri
1899,371850.3797,9930139.523,Saimiri
1900,371962.4059,9930199.322,Saimiri
1901,372172.9584,9930182.364,Saimiri
1902,371660.0755,9929949.284,Saimiri
1903,371244.4414,9929864.015,Saimiri
1904,372433.8771,9930066.777,Saimiri
1905,371774.5698,9930544.139,Saimiri
1906,371600.9458,9930527.792,Saimiri
1907,371675.786,9930446.56,Saimiri
1908,371776.5343,9930417.562,Saimiri
1909,372116.8351,9930201.728,Saimiri
1910,372025.2839,9930682.671,Saimiri
1911,371976.3707,9930366.509,Saimiri
1912,371870.5281,9929920.568,Saimiri
1913,371918.2543,9930076.847,Saimiri
1914,372293.1389,9930247.432,Cebus
1915,372401.5336,9930177.94,Saimiri
1916,372561.2145,9929869.706,Saimiri
1917,372305.7376,9930158.941,Saimiri
1918,371779.4191,9930216.967,Saimiri
1919,371468.6912,9930139.314,Saimiri
1920,371031.1109,9930008.152,Saimiri
1921,370855.535,9929834.524,Saimiri
1922,370757.6017,9930057.138,Saimiri
1923,371157.0442,9930170.676,Saimiri
1924,371514.3555,9929752.655,Saimiri
1925,371557.8816,9929960.325,Saimiri
1926,371680.242,9929872.436,Saimiri
1927,371542.7137,9930170.568,Saimiri
1928,372278.6794,9929954.86,Saimiri
1929,372633.0008,9930044.567,Saimiri
1930,372587.6406,9930054.16,Saimiri
1931,372650.2043,9930179.122,Saimiri
1932,371688.9825,9930165.652,Saimiri
1933,371666.1267,9930443.972,Saimiri
1934,371631.6352,9930320.036,Saimiri
1935,371660.8977,9930279.437,Saimiri
1936,371768.5256,9930242.928,Saimiri
1937,371785.7845,9929861.299,Saimiri
1938,371598.5317,9929833.348,Saimiri
1939,371500.4234,9929733.201,Saimiri
1940,371867.8562,9929953.847,Saimiri
1941,371895.1954,9929989.765,Saimiri
1942,372120.4503,9930052.086,Saimiri
1943,372370.1758,9930144.851,Saimiri
1944,372577.7251,9929957.589,Saimiri
1945,372403.1115,9929692.362,Saimiri
1946,372383.6268,9929641.355,Saimiri
1947,372248.37,9929752.408,Saimiri
1948,372741.3768,9929972.424,Saimiri
1949,372200.4802,9930251.442,Saimiri
1950,371999.7279,9930259.099,Saimiri
1951,371991.5717,9930245.654,Saimiri
1952,372066.2983,9930142.412,Saimiri
1953,372273.1472,9930210.51,Saimiri
1954,372420.3011,9930251.315,Saimiri
1955,372325.1603,9930077.568,Saimiri
1956,372636.2334,9930033.065,Saimiri
1957,372650.3186,9930035.319,Saimiri
1958,372677.2993,9930062.365,Saimiri
1959,373038.0035,9929913.976,Saimiri
1960,372719.1295,9929744.899,Saimiri
1961,372492.9364,9930042.73,Saimiri
1962,371588.0268,9929935.924,Saimiri
1963,371656.1806,9929512.38,Saimiri
1964,371765.914,9929538.485,Saimiri
1965,371714.1887,9929574.312,Saimiri
1966,371869.2007,9929660.508,Saimiri
1967,371902.9409,9929410.257,Saimiri
1968,371923.363,9929418.963,Saimiri
1969,372106.3765,9929662.69,Saimiri
1970,372081.043,9929653.353,Saimiri
1971,372103.2429,9929617.422,Saimiri
1972,372210.2955,9929695.275,Saimiri
1973,372147.8435,9929692.027,Saimiri
1974,371936.4437,9929619.025,Saimiri
1975,372026.3502,9930233.9,Cebus
1976,372145.0058,9930234.816,Saimiri
1977,372120.5381,9930190.925,Saimiri
1978,372359.6242,9930265.109,Saimiri
1979,372319.146,9930179.503,Saimiri
1980,372407.5118,9930141.567,Saimiri
1981,372716.8831,9929417.602,Saimiri
1982,372018.6038,9929495.847,Saimiri
1983,372065.5042,9929606.165,Saimiri
1984,372657.4726,9930083.108,Saimiri
1985,372372.2701,9930223.598,Saimiri
1986,372652.9469,9930075.694,Saimiri
1987,372544.7539,9930008.359,Saimiri
1988,372548.9229,9930053.728,Saimiri
1989,372363.6392,9930259.375,Saimiri
1990,372488.481,9930031.614,Saimiri
1991,372235.0522,9930246.598,Saimiri
1992,372076.9557,9930193.683,Saimiri
1993,372050.0458,9930335.667,Saimiri
1994,372300.5838,9929977.912,Saimiri
1995,372195.6767,9929899.161,Saimiri
1996,372453.6666,9930039.737,Saimiri
1997,371500.7386,9930113.572,Saimiri
1998,372311.8219,9930002.97,Saimiri
1999,372087.1711,9929894.788,Saimiri
2000,372222.5295,9929712.675,Saimiri
2001,372265.0877,9929860.332,Saimiri
2002,371555.4643,9929757.674,Saimiri
2003,371331,9930084,Saimiri
2004,371397.1963,9930080.57,Saimiri
2005,371772.5649,9930151.554,Cebus
2006,371896.9764,9930106.069,Saimiri
2007,372551.0048,9930088.225,Saimiri
2008,372529.1979,9930161.363,Saimiri
2009,372483.1665,9930178.551,Saimiri
2010,372394.6852,9930190.274,Saimiri
2011,372494.4716,9930162.343,Saimiri
2012,372318.2623,9930257.816,Saimiri
2013,372664.9614,9930416.7,Saimiri
2014,372545.7787,9930324.455,Saimiri
2015,372511.7204,9929749.72,Saimiri
2016,372061.6241,9930231.239,Saimiri
2017,372161.5939,9930139.635,Saimiri
2018,372746.2544,9929963.332,Saimiri
2019,372645.9344,9930065.314,Saimiri
2020,371511.5913,9929309.874,Saimiri
2021,371833.4791,9929388.272,Saimiri
2022,372315.1043,9929783.543,Saimiri
2023,372826.2726,9929877.061,Saimiri
2024,372381.8001,9930185.122,Saimiri
2025,372387.5414,9930098.349,Saimiri
2026,372818.0162,9930092.633,Saimiri
2027,372531.0066,9930327.06,Saimiri
2028,372580.6292,9930146.714,Saimiri
2029,371943.8542,9930049.937,Saimiri
2030,372100.6825,9929979.829,Cebus
2031,372050.5934,9929897.451,Saimiri
2032,371942.4928,9929907.605,Saimiri
2033,372631.0035,9930090.812,Saimiri
2034,372035.5552,9929780.367,Saimiri
2035,371153.8564,9929839.426,Saimiri
2036,371235.2522,9929768.754,Saimiri
2037,371495.2732,9929702.847,Saimiri
2038,371510,9929698,Saimiri
2039,371889.1053,9929613.21,Saimiri
2040,372022.7484,9929650.634,Saimiri
2041,372182.6939,9929999.101,Saimiri
2042,372335.2234,9929918.763,Saimiri
2043,372686.6534,9929512.602,Saimiri
2044,372738.2405,9929308.604,Saimiri
2045,372856.8476,9929301.712,Saimiri
2046,372811.9038,9929163.521,Saimiri
2047,372808.9642,9929183.19,Saimiri
2048,372846.1192,9929222.191,Saimiri
2049,372715.935,9929385.695,Saimiri
2050,372447.0637,9929692.242,Saimiri
2051,372422.3541,9929726.292,Saimiri
2052,372334.3518,9929908.801,Saimiri
2053,372274.5398,9930312.93,Saimiri
2054,371902.0707,9930017.212,Saimiri
2055,372215.6619,9930189.957,Saimiri
2056,372649.9109,9930081.328,Saimiri
2057,372693.4724,9930000.92,Saimiri
2058,372823.2336,9930121.841,Saimiri
2059,372456.3674,9929690.465,Saimiri
2060,372407.5127,9929688.379,Saimiri
2061,372260.9185,9929815.951,Saimiri
2062,372169.3323,9929569.567,Saimiri
2063,372629.0452,9929498.504,Saimiri
2064,372719.0473,9929350.35,Saimiri
2065,372716.2391,9929360.343,Saimiri
2066,372759.0762,9929352.791,Saimiri
2067,372977.5159,9928951.161,Saimiri
2068,372935,9928967,Saimiri
2069,372986,9928925,Saimiri
2070,372971.8619,9928896.932,Saimiri
2071,373054.3582,9928853.015,Saimiri
2072,373047,9928930,Saimiri
2073,372955,9928941,Saimiri
2074,372911.8601,9928908.335,Saimiri
2075,372782.1451,9928865.579,Saimiri
2076,372613.2101,9928961.845,Saimiri
2077,371991.9339,9929924.068,Saimiri
2078,372045.863,9930221.725,Saimiri
2079,371935.9297,9930248.291,Saimiri
2080,372062.6752,9930280.583,Saimiri
