Taxon,UTMX,UTMY
Ateles belzebuth,371606.664,9929995.845
Ateles belzebuth,371589.9715,9929990.314
Ateles belzebuth,371604.4438,9929970.417
Ateles belzebuth,371598.8761,9929984.788
Ateles belzebuth,371607.7781,9929990.318
Ateles belzebuth,371601.0989,9929998.055
Ateles belzebuth,371526.5382,9929979.244
Ateles belzebuth,371504.277,9929992.506
Ateles belzebuth,371465.3272,9929983.653
Ateles belzebuth,371446.4168,9929942.744
Ateles belzebuth,371435.2835,9929961.535
Ateles belzebuth,371411.9137,9929956.002
Ateles belzebuth,371420.8187,9929948.266
Ateles belzebuth,371456.4231,9929986.967
Ateles belzebuth,371440.8468,9929967.064
Ateles belzebuth,371439.7352,9929961.536
Ateles belzebuth,371451.9769,9929962.645
Ateles belzebuth,371356.2756,9929922.824
Ateles belzebuth,371339.577,9929944.931
Ateles belzebuth,371306.1889,9929948.24
Ateles belzebuth,371285.0394,9929967.029
Ateles belzebuth,371285.038,9929973.663
Ateles belzebuth,371295.0586,9929953.765
Ateles belzebuth,371283.9307,9929948.235
Ateles belzebuth,371287.2712,9929940.497
Ateles belzebuth,371301.7385,9929942.712
Ateles belzebuth,371309.5277,9929948.241
Ateles belzebuth,371322.8818,9929951.561
Ateles belzebuth,371618.906,9929995.848
Ateles belzebuth,371645.6158,9929995.854
Ateles belzebuth,371654.5173,9930003.594
Ateles belzebuth,371640.0475,9930012.435
Ateles belzebuth,371641.16,9930014.647
Ateles belzebuth,371662.3089,9929998.068
Ateles belzebuth,371645.6123,9930011.331
Ateles belzebuth,371656.7414,9930011.333
Ateles belzebuth,371648.9496,9930017.965
Ateles belzebuth,371652.2927,9929998.066
Ateles belzebuth,371665.6617,9929935.054
Ateles belzebuth,371671.2373,9929885.307
Ateles belzebuth,371684.5979,9929859.882
Ateles belzebuth,371654.556,9929830.026
Ateles belzebuth,371648.9873,9929848.819
Ateles belzebuth,371637.8614,9929834.445
Ateles belzebuth,371679.0402,9929828.926
Ateles belzebuth,371635.6476,9929780.273
Ateles belzebuth,371646.7743,9929791.331
Ateles belzebuth,371643.4232,9929846.607
Ateles belzebuth,371465.3284,9929978.125
Ateles belzebuth,371445.2997,9929961.538
Ateles belzebuth,371437.5069,9929972.591
Ateles belzebuth,371450.8611,9929975.911
Ateles belzebuth,371415.2443,9929992.486
Ateles belzebuth,371456.4249,9929979.229
Ateles belzebuth,371428.6004,9929986.961
Ateles belzebuth,371443.0665,9929994.703
Ateles belzebuth,371457.5368,9929983.651
Ateles belzebuth,371459.7663,9929967.068
Ateles belzebuth,371450.8606,9929978.122
Ateles belzebuth,371429.7153,9929978.117
Ateles belzebuth,371437.5057,9929978.119
Ateles belzebuth,371468.6681,9929973.704
Ateles belzebuth,371476.4555,9929986.972
Ateles belzebuth,371500.9395,9929986.977
Ateles belzebuth,371504.2815,9929972.606
Ateles belzebuth,371502.0574,9929964.867
Ateles belzebuth,371526.5389,9929975.928
Ateles belzebuth,371520.9724,9929984.771
Ateles belzebuth,371535.4368,9930000.251
Ateles belzebuth,371556.5875,9929975.934
Ateles belzebuth,371621.1325,9929992.532
Ateles belzebuth,371660.0801,9930011.334
Ateles belzebuth,371741.3164,9930038.99
Ateles belzebuth,371756.8909,9930066.632
Ateles belzebuth,371854.8218,9930089.87
Ateles belzebuth,371895.9908,9930128.572
Ateles belzebuth,371895.991,9930127.467
Ateles belzebuth,371880.4079,9930138.519
Ateles belzebuth,371918.2497,9930125.261
Ateles belzebuth,371902.6628,9930152.895
Ateles belzebuth,371941.6085,9930180.542
Ateles belzebuth,371924.9117,9930194.91
Ateles belzebuth,371912.6717,9930186.063
Ateles belzebuth,371927.1427,9930171.695
Ateles belzebuth,371904.885,9930169.479
Ateles belzebuth,371913.7907,9930158.426
Ateles belzebuth,371880.3919,9930210.378
Ateles belzebuth,371885.9513,9930233.595
Ateles belzebuth,371890.402,9930238.018
Ateles belzebuth,371879.2776,9930217.011
Ateles belzebuth,371830.3059,9930233.583
Ateles belzebuth,371835.87,9930235.795
Ateles belzebuth,371840.3216,9930235.796
Ateles belzebuth,371832.5381,9930204.84
Ateles belzebuth,371845.8893,9930221.426
Ateles belzebuth,371860.3522,9930243.539
Ateles belzebuth,371880.3868,9930233.594
Ateles belzebuth,371858.1306,9930224.745
Ateles belzebuth,371435.2729,9930009.073
Ateles belzebuth,371434.1642,9929990.279
Ateles belzebuth,371557.6947,9930001.362
Ateles belzebuth,371615.5638,9930011.324
Ateles belzebuth,371615.5574,9930040.068
Ateles belzebuth,371609.9869,9930066.599
Ateles belzebuth,371612.2137,9930062.178
Ateles belzebuth,371628.9037,9930078.764
Ateles belzebuth,371645.5998,9930067.713
Ateles belzebuth,371628.9098,9930051.126
Ateles belzebuth,371612.215,9930056.65
Ateles belzebuth,371623.3441,9930056.653
Ateles belzebuth,371640.0414,9930040.073
Ateles belzebuth,371618.8932,9930053.335
Ateles belzebuth,371634.4756,9930045.6
Ateles belzebuth,371609.9899,9930053.333
Ateles belzebuth,371596.6369,9930044.486
Ateles belzebuth,371621.1182,9930056.652
Ateles belzebuth,371624.4565,9930058.864
Ateles belzebuth,371628.9081,9930058.865
Ateles belzebuth,371628.9089,9930055.548
Ateles belzebuth,371623.3453,9930051.125
Ateles belzebuth,371623.3448,9930053.336
Ateles belzebuth,371635.5856,9930058.866
Ateles belzebuth,371645.6,9930066.607
Ateles belzebuth,371632.2481,9930053.338
Ateles belzebuth,371634.4759,9930044.494
Ateles belzebuth,371641.16,9930014.647
Ateles belzebuth,371630.0255,9930038.966
Ateles belzebuth,371628.9187,9930011.327
Ateles belzebuth,371641.1582,9930022.385
Ateles belzebuth,371640.0441,9930027.913
Ateles belzebuth,371643.3826,9930029.019
Ateles belzebuth,371654.5117,9930029.021
Ateles belzebuth,371671.2048,9930031.236
Ateles belzebuth,371640.047,9930014.646
Ateles belzebuth,371651.1791,9930001.382
Ateles belzebuth,371635.5922,9930029.017
Ateles belzebuth,371643.3841,9930022.386
Ateles belzebuth,371645.6099,9930022.386
Ateles belzebuth,371640.0463,9930017.963
Ateles belzebuth,371648.9498,9930016.859
Ateles belzebuth,371623.3492,9930033.437
Ateles belzebuth,371651.1774,9930009.121
Ateles belzebuth,371678.9994,9930012.444
Ateles belzebuth,371643.3858,9930014.647
Ateles belzebuth,371673.4385,9929995.86
Ateles belzebuth,371707.9493,9929948.33
Ateles belzebuth,371695.6986,9929987.02
Ateles belzebuth,371674.5477,9930012.443
Ateles belzebuth,371626.6916,9930016.854
Ateles belzebuth,371634.4818,9930017.962
Ateles belzebuth,371651.1791,9930001.382
Ateles belzebuth,371663.4186,9930012.44
Ateles belzebuth,371684.591,9929890.837
Ateles belzebuth,371676.8144,9929828.926
Ateles belzebuth,371676.8105,9929846.614
Ateles belzebuth,371556.6195,9929832.216
Ateles belzebuth,371390.7891,9929863.133
Ateles belzebuth,371298.4052,9929918.389
Ateles belzebuth,371250.5439,9929946.017
Ateles belzebuth,371218.2621,9929979.175
Ateles belzebuth,371178.1857,9930031.126
Ateles belzebuth,371172.6157,9930055.447
Ateles belzebuth,371173.7323,9930038.864
Ateles belzebuth,371167.0435,9930089.717
Ateles belzebuth,371439.7327,9929972.592
Ateles belzebuth,371434.178,9929928.369
Ateles belzebuth,371429.7298,9929912.891
Ateles belzebuth,371420.8384,9929859.824
Ateles belzebuth,371426.4029,9929859.825
Ateles belzebuth,371443.1015,9929837.718
Ateles belzebuth,371529.9055,9929851.004
Ateles belzebuth,371265.0108,9929950.442
Ateles belzebuth,371278.3575,9929986.927
Ateles belzebuth,371248.3008,9930023.403
Ateles belzebuth,371203.7913,9929992.438
Ateles belzebuth,371184.8711,9929995.751
Ateles belzebuth,371170.3924,9930044.391
Ateles belzebuth,371173.7291,9930053.236
Ateles belzebuth,371178.1746,9930080.875
Ateles belzebuth,371175.952,9930066.503
Ateles belzebuth,371170.3916,9930047.707
Ateles belzebuth,371175.9648,9930009.015
Ateles belzebuth,371159.2717,9930006.8
Ateles belzebuth,371122.5562,9929959.254
Ateles belzebuth,371140.3665,9929942.676
Ateles belzebuth,371111.4251,9929968.096
Ateles belzebuth,371140.3596,9929973.63
Ateles belzebuth,371084.7202,9929945.98
Ateles belzebuth,371089.1907,9929861.96
Ateles belzebuth,371072.5029,9929835.424
Ateles belzebuth,371075.8444,9929823.264
Ateles belzebuth,371079.1861,9929809.998
Ateles belzebuth,371120.3655,9929802.269
Ateles belzebuth,371938.282,9930125.265
Ateles belzebuth,371908.2323,9930130.786
Ateles belzebuth,371891.5406,9930121.938
Ateles belzebuth,371888.2085,9930092.088
Ateles belzebuth,371838.1259,9930099.816
Ateles belzebuth,371845.9187,9930088.762
Ateles belzebuth,371834.7884,9930094.288
Ateles belzebuth,371843.688,9930110.872
Ateles belzebuth,371826.9993,9930088.758
Ateles belzebuth,371829.2251,9930088.759
Ateles belzebuth,371830.3336,9930108.658
Ateles belzebuth,371832.5611,9930100.92
Ateles belzebuth,371824.7703,9930103.129
Ateles belzebuth,371832.5624,9930095.393
Ateles belzebuth,371832.5587,9930111.975
Ateles belzebuth,371823.6615,9930084.335
Ateles belzebuth,371813.6485,9930069.961
Ateles belzebuth,371808.0816,9930081.015
Ateles belzebuth,371819.2082,9930092.073
Ateles belzebuth,371829.2256,9930086.548
Ateles belzebuth,371835.906,9930073.283
Ateles belzebuth,371834.7872,9930099.815
Ateles belzebuth,371840.3547,9930086.55
Ateles belzebuth,371849.256,9930095.396
Ateles belzebuth,371818.0953,9930092.073
Ateles belzebuth,371841.4683,9930083.234
Ateles belzebuth,371845.9261,9930055.597
Ateles belzebuth,371838.135,9930058.911
Ateles belzebuth,371847.0353,9930072.18
Ateles belzebuth,371847.0395,9930053.386
Ateles belzebuth,371843.7013,9930051.174
Ateles belzebuth,371843.7027,9930044.541
Ateles belzebuth,371835.9121,9930045.645
Ateles belzebuth,371849.2653,9930053.386
Ateles belzebuth,371871.5254,9930044.547
Ateles belzebuth,371840.364,9930044.54
Ateles belzebuth,371840.362,9930053.384
Ateles belzebuth,371841.4742,9930056.701
Ateles belzebuth,371845.9283,9930045.647
Ateles belzebuth,371851.4928,9930045.648
Ateles belzebuth,371845.9285,9930044.541
Ateles belzebuth,371838.1387,9930042.328
Ateles belzebuth,371858.1705,9930044.544
Ateles belzebuth,371706.8652,9929818.983
Ateles belzebuth,371721.3349,9929810.142
Ateles belzebuth,371735.8047,9929801.301
Ateles belzebuth,371741.3715,9929791.352
Ateles belzebuth,371730.2394,9929804.616
Ateles belzebuth,371743.6037,9929762.609
Ateles belzebuth,371745.8271,9929773.665
Ateles belzebuth,371768.0889,9929757.087
Ateles belzebuth,371763.6383,9929752.664
Ateles belzebuth,371758.0732,9929754.874
Ateles belzebuth,371758.072,9929760.401
Ateles belzebuth,371779.2173,9929760.406
Ateles belzebuth,371289.4305,9930238.99
Ateles belzebuth,371326.1482,9930276.587
Ateles belzebuth,371333.9373,9930282.116
Ateles belzebuth,371372.8885,9930285.441
Ateles belzebuth,371339.5041,9930272.167
Ateles belzebuth,371311.6838,9930261.106
Ateles belzebuth,371292.7663,9930252.258
Ateles belzebuth,371270.5007,9930285.418
Ateles belzebuth,371229.3247,9930277.671
Ateles belzebuth,371212.6249,9930305.305
Ateles belzebuth,371179.2304,9930337.358
Ateles belzebuth,371131.3593,9930409.207
Ateles belzebuth,371094.6197,9930470.003
Ateles belzebuth,371031.1859,9930460.039
Ateles belzebuth,370981.1031,9930467.766
Ateles belzebuth,370984.4463,9930447.868
Ateles belzebuth,370983.3393,9930421.335
Ateles belzebuth,370997.8115,9930401.438
Ateles belzebuth,370925.4723,9930401.422
Ateles belzebuth,370939.9241,9930473.285
Ateles belzebuth,370942.1372,9930530.773
Ateles belzebuth,370984.4193,9930569.476
Ateles belzebuth,370975.5059,9930614.801
Ateles belzebuth,370956.5773,9930655.701
Ateles belzebuth,370978.8209,9930722.038
Ateles belzebuth,370964.3474,9930747.462
Ateles belzebuth,371011.0937,9930729.784
Ateles belzebuth,371045.6035,9930686.676
Ateles belzebuth,371044.4925,9930677.831
Ateles belzebuth,371070.0927,9930663.465
Ateles belzebuth,371081.2169,9930685.578
Ateles belzebuth,371036.6997,9930688.885
Ateles belzebuth,371051.1693,9930681.149
Ateles belzebuth,371067.8669,9930663.464
Ateles belzebuth,371116.8294,9930688.902
Ateles belzebuth,371161.3625,9930613.736
Ateles belzebuth,371164.7108,9930570.621
Ateles belzebuth,371283.8205,9930443.512
Ateles belzebuth,371306.0807,9930434.673
Ateles belzebuth,371301.6347,9930409.245
Ateles belzebuth,371278.2611,9930420.295
Ateles belzebuth,371212.6023,9930407.014
Ateles belzebuth,371234.8568,9930423.602
Ateles belzebuth,371233.7476,9930407.018
Ateles belzebuth,371200.3689,9930368.318
Ateles belzebuth,371184.8016,9930307.51
Ateles belzebuth,371273.8411,9930277.681
Ateles belzebuth,371312.8142,9930182.614
Ateles belzebuth,371413.0056,9930049.973
Ateles belzebuth,371435.2823,9929967.063
Ateles belzebuth,371424.1554,9929957.111
Ateles belzebuth,371635.5971,9930006.907
Ateles belzebuth,371628.9187,9930011.327
Ateles belzebuth,371621.1305,9930001.376
Ateles belzebuth,371646.727,9930003.592
Ateles belzebuth,371645.6165,9929992.537
Ateles belzebuth,371641.1649,9929992.536
Ateles belzebuth,371643.3902,9929994.748
Ateles belzebuth,371643.3902,9929994.748
Ateles belzebuth,371643.3858,9930014.647
Ateles belzebuth,371632.2596,9930001.378
Ateles belzebuth,371307.1833,9930481.105
Ateles belzebuth,371328.3242,9930501.009
Ateles belzebuth,371322.7494,9930547.44
Ateles belzebuth,371351.677,9930583.929
Ateles belzebuth,371370.597,9930581.722
Ateles belzebuth,371334.99,9930554.076
Ateles belzebuth,371376.1554,9930609.362
Ateles belzebuth,371381.722,9930600.519
Ateles belzebuth,371357.2342,9930617.096
Ateles belzebuth,371376.1452,9930655.794
Ateles belzebuth,371362.7922,9930646.947
Ateles belzebuth,371367.2353,9930685.641
Ateles belzebuth,371385.0404,9930692.278
Ateles belzebuth,371356.105,9930691.166
Ateles belzebuth,371357.2191,9930685.639
Ateles belzebuth,371368.3455,9930697.802
Ateles belzebuth,371365.0149,9930661.319
Ateles belzebuth,371359.4491,9930666.846
Ateles belzebuth,371359.4479,9930672.373
Ateles belzebuth,371651.1766,9930012.438
Ateles belzebuth,371632.2596,9930001.378
Ateles belzebuth,371630.0267,9930033.438
Ateles belzebuth,371621.1239,9930031.225
Ateles belzebuth,371643.385,9930017.964
Ateles belzebuth,371632.2518,9930036.755
Ateles belzebuth,371679.0161,9929937.268
Ateles belzebuth,371729.129,9929793.561
Ateles belzebuth,371955.0769,9929669.792
Ateles belzebuth,372014.0822,9929574.73
Ateles belzebuth,370769.7571,9929986.814
Ateles belzebuth,370769.7546,9929997.869
Ateles belzebuth,371437.5165,9929929.476
Ateles belzebuth,371423.0585,9929885.251
Ateles belzebuth,371413.0414,9929889.671
Ateles belzebuth,371463.1245,9929879.732
Ateles belzebuth,371424.1717,9929884.146
Ateles belzebuth,371431.9608,9929889.675
Ateles belzebuth,371420.8327,9929885.251
Ateles belzebuth,371446.4274,9929895.206
Ateles belzebuth,371437.5239,9929896.31
Ateles belzebuth,371473.1464,9929854.308
Ateles belzebuth,371504.3148,9929823.36
Ateles belzebuth,371489.8561,9929782.452
Ateles belzebuth,371532.1466,9929782.461
Ateles belzebuth,371539.9375,9929780.252
Ateles belzebuth,371463.1487,9929771.391
Ateles belzebuth,371487.6248,9929806.773
Ateles belzebuth,371626.7291,9929848.814
Ateles belzebuth,371640.098,9929785.802
Ateles belzebuth,371640.0946,9929801.28
Ateles belzebuth,371641.2097,9929791.33
Ateles belzebuth,371684.6008,9929846.616
Ateles belzebuth,371836.0245,9929541.524
Ateles belzebuth,371829.3455,9929548.156
Ateles belzebuth,371847.1466,9929572.482
Ateles belzebuth,371815.9783,9929603.429
Ateles belzebuth,371802.6224,9929607.849
Ateles belzebuth,371738.0624,9929658.688
Ateles belzebuth,371754.7427,9929718.391
Ateles belzebuth,371754.7377,9929740.501
Ateles belzebuth,371740.2613,9929779.191
Ateles belzebuth,371743.5956,9929799.092
Ateles belzebuth,371715.7729,9929799.085
Ateles belzebuth,371729.1302,9929788.033
Ateles belzebuth,371726.8983,9929815.671
Ateles belzebuth,371726.9,9929807.932
Ateles belzebuth,371735.8045,9929802.406
Ateles belzebuth,371735.806,9929795.773
Ateles belzebuth,371745.8226,9929793.564
Ateles belzebuth,371735.8072,9929790.246
Ateles belzebuth,371696.8478,9929824.508
Ateles belzebuth,371687.928,9929898.577
Ateles belzebuth,371687.9285,9929896.366
Ateles belzebuth,371715.7536,9929885.316
Ateles belzebuth,371663.4501,9929870.933
Ateles belzebuth,371624.5114,9929812.331
Ateles belzebuth,371634.5325,9929790.223
Ateles belzebuth,371610.0557,9929758.157
Ateles belzebuth,371541.0516,9929774.725
Ateles belzebuth,371502.1067,9929743.761
Ateles belzebuth,371437.4992,9930006.862
Ateles belzebuth,371426.366,9930025.654
Ateles belzebuth,371439.7352,9929961.536
Ateles belzebuth,371446.4124,9929962.643
Ateles belzebuth,371445.3022,9929950.482
Ateles belzebuth,371428.6061,9929961.534
Ateles belzebuth,371381.8661,9929951.574
Ateles belzebuth,371372.9561,9929981.421
Ateles belzebuth,371368.5003,9930000.214
Ateles belzebuth,371351.8079,9929994.683
Ateles belzebuth,371362.9375,9929992.474
Ateles belzebuth,371354.0335,9929995.789
Ateles belzebuth,371362.9358,9930000.213
Ateles belzebuth,371357.3692,9930009.056
Ateles belzebuth,371350.6918,9930009.054
Ateles belzebuth,371356.2576,9930003.528
Ateles belzebuth,371350.6898,9930017.898
Ateles belzebuth,371348.4679,9930000.209
Ateles belzebuth,371362.9355,9930001.318
Ateles belzebuth,371350.69,9930016.793
Ateles belzebuth,371359.5992,9929990.262
Ateles belzebuth,371345.1302,9929995.787
Ateles belzebuth,371350.696,9929990.26
Ateles belzebuth,371354.0325,9930000.211
Ateles belzebuth,371357.3717,9929998
Ateles belzebuth,371346.2419,9930001.315
Ateles belzebuth,371335.1123,9930003.523
Ateles belzebuth,371345.1314,9929990.259
Ateles belzebuth,371333.9976,9930011.262
Ateles belzebuth,371340.678,9929997.997
Ateles belzebuth,371340.678,9929997.997
Ateles belzebuth,371357.3791,9929964.835
Ateles belzebuth,371367.3859,9930006.847
Ateles belzebuth,371354.0391,9929970.361
Ateles belzebuth,371368.4983,9930009.058
Ateles belzebuth,371368.5045,9929981.42
Ateles belzebuth,371398.5486,9930001.326
Ateles belzebuth,371404.1213,9929964.845
Ateles belzebuth,371409.6965,9929917.309
Ateles belzebuth,371401.9098,9929900.724
Ateles belzebuth,371396.349,9929884.14
Ateles belzebuth,371406.3676,9929873.087
Ateles belzebuth,371411.9309,9929878.616
Ateles belzebuth,371385.2208,9929879.715
Ateles belzebuth,371389.672,9929881.927
Ateles belzebuth,371404.1418,9929873.086
Ateles belzebuth,371395.2373,9929878.612
Ateles belzebuth,371385.2208,9929879.715
Ateles belzebuth,371385.2204,9929881.926
Ateles belzebuth,371393.0115,9929878.611
Ateles belzebuth,371390.7832,9929889.666
Ateles belzebuth,371411.9322,9929873.088
Ateles belzebuth,371395.2365,9929881.928
Ateles belzebuth,371395.2341,9929892.984
Ateles belzebuth,371393.0107,9929881.928
Ateles belzebuth,371395.2365,9929881.928
Ateles belzebuth,371387.4457,9929884.138
Ateles belzebuth,371384.1074,9929881.926
Ateles belzebuth,371401.9091,9929904.04
Ateles belzebuth,371078.069,9929828.792
Ateles belzebuth,371078.0707,9929821.053
Ateles belzebuth,371072.5054,9929824.369
Ateles belzebuth,371098.0977,9929845.379
Ateles belzebuth,371111.4523,9929846.488
Ateles belzebuth,371101.4332,9929859.752
Ateles belzebuth,371100.3195,9929863.068
Ateles belzebuth,371094.7577,9929850.906
Ateles belzebuth,371105.8856,9929856.437
Ateles belzebuth,371100.3178,9929870.807
Ateles belzebuth,371089.1887,9929870.805
Ateles belzebuth,371079.172,9929873.013
Ateles belzebuth,371079.17,9929881.858
Ateles belzebuth,371086.9641,9929865.277
Ateles belzebuth,371101.4337,9929857.541
Ateles belzebuth,371086.9584,9929890.704
Ateles belzebuth,371073.605,9929884.068
Ateles belzebuth,371100.3067,9929920.556
Ateles belzebuth,371086.9485,9929934.925
Ateles belzebuth,371092.52,9929903.971
Ateles belzebuth,371112.5554,9929890.709
Ateles belzebuth,371100.3148,9929884.074
Ateles belzebuth,371105.8742,9929907.291
Ateles belzebuth,371090.2966,9929892.915
Ateles belzebuth,371086.9562,9929900.653
Ateles belzebuth,371095.8605,9929896.233
Ateles belzebuth,371094.7466,9929900.655
Ateles belzebuth,371072.4871,9929906.178
Ateles belzebuth,371094.7453,9929906.183
Ateles belzebuth,371083.6167,9929903.969
Ateles belzebuth,371072.4871,9929906.178
Ateles belzebuth,370986.7828,9929951.485
Ateles belzebuth,371045.7587,9929989.087
Ateles belzebuth,371042.4163,9930005.669
Ateles belzebuth,371056.8858,9929997.933
Ateles belzebuth,371053.5483,9929992.405
Ateles belzebuth,371068.0162,9929992.408
Ateles belzebuth,371042.4185,9929995.719
Ateles belzebuth,371044.6433,9930000.142
Ateles belzebuth,371064.6663,9930042.156
Ateles belzebuth,371034.6004,9930119.537
Ateles belzebuth,370958.9143,9930156.002
Ateles belzebuth,370894.3681,9930143.827
Ateles belzebuth,371181.4904,9930183.69
Ateles belzebuth,371179.2585,9930211.328
Ateles belzebuth,371167.0147,9930219.064
Ateles belzebuth,371198.175,9930224.598
Ateles belzebuth,371183.7096,9930213.54
Ateles belzebuth,371162.5737,9930171.525
Ateles belzebuth,371194.8505,9930160.477
Ateles belzebuth,371178.1652,9930122.885
Ateles belzebuth,371175.9434,9930105.196
Ateles belzebuth,371192.6388,9930097.461
Ateles belzebuth,371190.4134,9930095.25
Ateles belzebuth,371153.6815,9930121.774
Ateles belzebuth,371172.6014,9930119.567
Ateles belzebuth,371170.38,9930099.667
Ateles belzebuth,371190.4319,9930012.335
Ateles belzebuth,371189.3193,9930011.229
Ateles belzebuth,371161.499,9930000.168
Ateles belzebuth,371183.7564,9930003.489
Ateles belzebuth,370725.2228,9930066.402
Ateles belzebuth,370719.6592,9930061.979
Ateles belzebuth,370738.577,9930069.722
Ateles belzebuth,370833.1775,9930056.476
Ateles belzebuth,370836.5002,9930128.337
Ateles belzebuth,370888.8144,9930095.182
Ateles belzebuth,370962.2617,9930117.309
Ateles belzebuth,370984.5187,9930122.842
Ateles belzebuth,370958.9089,9930180.324
Ateles belzebuth,370953.3426,9930188.061
Ateles belzebuth,370925.5178,9930196.899
Ateles belzebuth,370938.8728,9930196.902
Ateles belzebuth,370927.7441,9930194.689
Ateles belzebuth,370934.4204,9930200.218
Ateles belzebuth,370955.5701,9930180.323
Ateles belzebuth,370944.441,9930180.321
Ateles belzebuth,370945.5441,9930224.542
Ateles belzebuth,370903.2502,9930238.904
Ateles belzebuth,370931.0253,9930453.383
Ateles belzebuth,370992.2291,9930482.141
Ateles belzebuth,371023.3967,9930454.51
Ateles belzebuth,371034.5266,9930451.195
Ateles belzebuth,371050.1061,9930456.727
Ateles belzebuth,371051.2171,9930465.571
Ateles belzebuth,371053.4444,9930458.938
Ateles belzebuth,371044.5386,9930469.992
Ateles belzebuth,371055.6702,9930458.939
Ateles belzebuth,371051.2173,9930464.465
Ateles belzebuth,371051.219,9930456.727
Ateles belzebuth,371047.8779,9930467.781
Ateles belzebuth,371095.7343,9930462.264
Ateles belzebuth,371123.5554,9930470.009
Ateles belzebuth,370755.2744,9930053.142
Ateles belzebuth,370761.9489,9930066.41
Ateles belzebuth,370756.3831,9930071.937
Ateles belzebuth,370823.1529,9930094.062
Ateles belzebuth,371468.6607,9930006.869
Ateles belzebuth,371418.5748,9930028.969
Ateles belzebuth,371345.1006,9930128.45
Ateles belzebuth,371331.7469,9930122.919
Ateles belzebuth,371368.4779,9930100.817
Ateles belzebuth,371437.4983,9930011.285
Ateles belzebuth,371445.2854,9930025.658
Ateles belzebuth,371489.8035,9930017.929
Ateles belzebuth,371482.0095,9930034.511
Ateles belzebuth,371418.5591,9930099.723
Ateles belzebuth,371418.551,9930136.205
Ateles belzebuth,371423.0107,9930099.724
Ateles belzebuth,371396.2908,9930145.044
Ateles belzebuth,371440.8161,9930105.255
Ateles belzebuth,371461.9586,9930117.421
Ateles belzebuth,371468.6339,9930127.372
Ateles belzebuth,371478.6498,9930128.48
Ateles belzebuth,371457.5021,9930139.53
Ateles belzebuth,371461.9594,9930114.104
Ateles belzebuth,371429.6862,9930108.569
Ateles belzebuth,371476.4309,9930097.524
Ateles belzebuth,371409.6521,9930116.304
Ateles belzebuth,371387.3949,9930111.877
Ateles belzebuth,371400.7501,9930110.774
Ateles belzebuth,371407.4448,9930033.388
Ateles belzebuth,371423.0267,9930027.864
Ateles belzebuth,371423.0272,9930025.653
Ateles belzebuth,371434.1581,9930017.917
Ateles belzebuth,371424.1438,9930009.071
Ateles belzebuth,371426.3679,9930016.81
Ateles belzebuth,371420.8076,9929998.015
Ateles belzebuth,371350.6664,9930122.924
Ateles belzebuth,371379.5959,9930150.568
Ateles belzebuth,371281.7304,9929834.365
Ateles belzebuth,371356.2867,9929873.075
Ateles belzebuth,371437.5177,9929923.948
Ateles belzebuth,371451.9821,9929939.429
Ateles belzebuth,371461.9958,9929950.486
Ateles belzebuth,371478.6855,9929968.178
Ateles belzebuth,371470.8939,9929973.704
Ateles belzebuth,371482.025,9929964.862
Ateles belzebuth,371468.6676,9929975.915
Ateles belzebuth,371473.1237,9929956.016
Ateles belzebuth,371476.4526,9930000.238
Ateles belzebuth,371476.4572,9929979.233
Ateles belzebuth,371478.6801,9929992.5
Ateles belzebuth,371479.7947,9929984.761
Ateles belzebuth,371454.1944,9930000.233
Ateles belzebuth,371484.2471,9929981.446
Ateles belzebuth,371479.7972,9929973.706
Ateles belzebuth,371459.7668,9929964.857
Ateles belzebuth,371541.0055,9929981.458
Ateles belzebuth,371459.7663,9929967.068
Ateles belzebuth,371489.8159,9929962.653
Ateles belzebuth,371478.685,9929970.389
Ateles belzebuth,371463.1023,9929979.23
Ateles belzebuth,371485.3608,9929978.129
Ateles belzebuth,371461.9926,9929964.858
Ateles belzebuth,371468.6688,9929970.387
Ateles belzebuth,371473.1175,9929983.654
Ateles belzebuth,371468.6693,9929968.176
Ateles belzebuth,371487.5908,9929959.336
Ateles belzebuth,371482.0233,9929972.601
Ateles belzebuth,371512.0731,9929967.08
Ateles belzebuth,371535.4378,9929995.829
Ateles belzebuth,371548.7934,9929992.515
Ateles belzebuth,371490.9209,9929998.03
Ateles belzebuth,371395.1934,9930075.396
Ateles belzebuth,371346.2167,9930114.078
Ateles belzebuth,371345.1001,9930130.661
Ateles belzebuth,371333.9489,9930230.156
Ateles belzebuth,371331.7194,9930246.739
Ateles belzebuth,371303.9064,9930202.511
Ateles belzebuth,371261.5832,9930349.537
Ateles belzebuth,371279.3704,9930436.878
Ateles belzebuth,371231.5108,9930456.767
Ateles belzebuth,371267.1112,9930514.262
Ateles belzebuth,371317.1914,9930517.59
Ateles belzebuth,371303.8309,9930543.014
Ateles belzebuth,371365.029,9930597.198
Ateles belzebuth,371398.4102,9930624.844
Ateles belzebuth,371398.42,9930580.623
Ateles belzebuth,371407.3196,9930597.208
Ateles belzebuth,371407.3209,9930591.68
Ateles belzebuth,371448.5008,9930581.74
Ateles belzebuth,371543.1018,9930565.178
Ateles belzebuth,371574.2604,9930578.451
Ateles belzebuth,371568.7039,9930541.967
Ateles belzebuth,371563.1374,9930550.81
Ateles belzebuth,371554.2349,9930547.492
Ateles belzebuth,371552.0076,9930554.124
Ateles belzebuth,371461.9845,9930001.34
Ateles belzebuth,371457.5393,9929972.596
