id,phylo,age,tree,sex,DLM3L,DLM2L,DLM1L,DLP4L,DLM3AW,DLM2AW,MMC,Subfamily,PMM
HTB 1966(m),Gorilla_gorilla,extant,y,M,18.7,18.4,16.3,11.7,NA,15.8,1.147239264,Hominoid,1.572649573
HTB 2000(m),Gorilla_gorilla,extant,y,M,18.4,17.6,15.3,12.3,NA,14.3,1.202614379,Hominoid,1.430894309
HTB 1020(m),Gorilla_gorilla,extant,y,M,19.1,17.4,16.5,11.9,NA,14.9,1.157575758,Hominoid,1.462184874
HTB 1732(m),Gorilla_gorilla,extant,y,M,18.9,17.6,16.8,11.7,NA,15.4,1.125,Hominoid,1.504273504
HTB 1751(m),Gorilla_gorilla,extant,y,M,17.9,17.7,15.7,11.8,NA,16,1.140127389,Hominoid,1.5
HTB 1874(m),Gorilla_gorilla,extant,y,M,18.8,17.2,14.7,10.5,NA,14.9,1.278911565,Hominoid,1.638095238
HTB 1946(m),Gorilla_gorilla,extant,y,M,18.9,17.5,15.9,12.6,NA,16.8,1.188679245,Hominoid,1.388888889
HTB 1907(f),Gorilla_gorilla,extant,y,F,17.7,17.8,15.9,12.2,NA,14.9,1.113207547,Hominoid,1.459016393
HTB 1950(f),Gorilla_gorilla,extant,y,F,16.8,17,14.4,11.3,NA,14.1,1.166666667,Hominoid,1.504424779
HTB 1992(f),Gorilla_gorilla,extant,y,F,16.2,16.4,14.9,11,NA,15.2,1.087248322,Hominoid,1.490909091
HTB 2742(f),Gorilla_gorilla,extant,y,F,15.5,17.1,14.7,11.8,NA,15.1,1.054421769,Hominoid,1.449152542
HTB 1953(f),Gorilla_gorilla,extant,y,F,16.1,16.8,15.5,10.6,NA,14.8,1.038709677,Hominoid,1.58490566
HTB 1996(f),Gorilla_gorilla,extant,y,F,16.9,17.5,15.4,10.9,NA,15.3,1.097402597,Hominoid,1.605504587
HTB 2744(f),Gorilla_gorilla,extant,y,F,NA,16.1,14.7,10.5,NA,13.3,NA,Hominoid,1.533333333
HTB 2784(f),Gorilla_gorilla,extant,y,F,17.3,18.2,15.8,11.9,NA,15.2,1.094936709,Hominoid,1.529411765
HTB 2785(f),Gorilla_gorilla,extant,y,F,17.6,17.5,15.6,11.5,NA,16.3,1.128205128,Hominoid,1.52173913
HTB 2799(f),Gorilla_gorilla,extant,y,F,15.7,18.3,14.8,12.2,NA,14.3,1.060810811,Hominoid,1.5
HTB 3393(f),Gorilla_gorilla,extant,y,F,14.4,16,15,10.5,NA,14.2,0.96,Hominoid,1.523809524
HTB 3414(f),Gorilla_gorilla,extant,y,F,17,18,15.1,11.9,NA,15.1,1.125827815,Hominoid,1.512605042
HTB 3426(f),Gorilla_gorilla,extant,y,F,16,15.5,14.9,11.1,NA,13.6,1.073825503,Hominoid,1.396396396
HTB 2782(f),Gorilla_gorilla,extant,y,F,16.4,17.7,16,11.3,NA,15.6,1.025,Hominoid,1.566371681
HTB 2774(f),Gorilla_gorilla,extant,y,F,16.6,17.1,15.22,11.7,NA,14.6,1.090670171,Hominoid,1.461538462
HTB 1974(f),Gorilla_gorilla,extant,y,F,17.5,16.4,15.1,10.7,NA,13.7,1.158940397,Hominoid,1.53271028
HTB 1985(f),Gorilla_gorilla,extant,y,F,16.5,17.6,16.2,11.7,NA,16.1,1.018518519,Hominoid,1.504273504
HTB .638(f),Gorilla_gorilla,extant,y,F,NA,16.9,14.9,10.4,NA,14.5,NA,Hominoid,1.625
HTB 1419(f),Gorilla_gorilla,extant,y,F,16.1,16.2,14.9,10.7,NA,14.5,1.080536913,Hominoid,1.514018692
HTB 1764(f),Gorilla_gorilla,extant,y,F,14.6,15.5,14.1,10.4,NA,13.5,1.035460993,Hominoid,1.490384615
HTB 1782(f),Gorilla_gorilla,extant,y,F,NA,17.2,16.3,11,NA,14.2,NA,Hominoid,1.563636364
HTB 1928(f),Gorilla_gorilla,extant,y,F,NA,17.7,15.3,11.7,NA,16,NA,Hominoid,1.512820513
HTB 1932(f),Gorilla_gorilla,extant,y,F,16.9,16.7,14.6,11.2,NA,14.7,1.157534247,Hominoid,1.491071429
11149 (m),Pan_paniscus,extant,y,M,9.5,10.8,9.9,7.4,NA,10.5,0.95959596,Hominoid,1.459459459
11354 (m),Pan_paniscus,extant,y,M,9.4,9.3,8.9,7.2,NA,8.6,1.056179775,Hominoid,1.291666667
15294 (m),Pan_paniscus,extant,y,M,9.6,10.1,10.1,7.2,NA,9.3,0.95049505,Hominoid,1.402777778
15295 (m),Pan_paniscus,extant,y,M,9.9,10.4,10.2,7.6,NA,9.2,0.970588235,Hominoid,1.368421053
20881 (m),Pan_paniscus,extant,y,M,9,9.3,9.6,6.5,NA,8.1,0.9375,Hominoid,1.430769231
23509 (m),Pan_paniscus,extant,y,M,10,10.5,9.4,7.5,NA,9.3,1.063829787,Hominoid,1.4
26944 (m),Pan_paniscus,extant,y,M,9.4,10.4,9.7,7,NA,9.3,0.969072165,Hominoid,1.485714286
29037 (m),Pan_paniscus,extant,y,M,10.3,10.5,10.3,6.6,NA,9.8,1,Hominoid,1.590909091
29044 (m),Pan_paniscus,extant,y,M,9.5,10.4,10.2,6.8,NA,9,0.931372549,Hominoid,1.529411765
29047 (m),Pan_paniscus,extant,y,M,10.3,10.7,10.4,7.3,NA,9.2,0.990384615,Hominoid,1.465753425
29050 (m),Pan_paniscus,extant,y,M,8.3,9.9,10,6.9,NA,8.9,0.83,Hominoid,1.434782609
29052 (m),Pan_paniscus,extant,y,M,8.6,10.4,9.5,6.4,NA,9.4,0.905263158,Hominoid,1.625
84036-01 (m),Pan_paniscus,extant,y,M,9.7,10,9.2,7.1,NA,9.5,1.054347826,Hominoid,1.408450704
84036-09 (m),Pan_paniscus,extant,y,M,8.6,10.4,9.5,NA,NA,9.1,0.905263158,Hominoid,NA
13201 (f),Pan_paniscus,extant,y,F,9.2,10,9.4,6.4,NA,8.6,0.978723404,Hominoid,1.5625
15293 (f),Pan_paniscus,extant,y,F,9,10.2,10,6,NA,9.2,0.9,Hominoid,1.7
20882 (f),Pan_paniscus,extant,y,F,9.2,9.5,9.2,7,NA,8.7,1,Hominoid,1.357142857
21697 (f),Pan_paniscus,extant,y,F,8.3,9.7,8.9,6.3,NA,9,0.93258427,Hominoid,1.53968254
26945 (f),Pan_paniscus,extant,y,F,9.2,9.7,9.5,6,NA,9.2,0.968421053,Hominoid,1.616666667
26963 (f),Pan_paniscus,extant,y,F,9.5,10.1,9.6,6.4,NA,9.6,0.989583333,Hominoid,1.578125
26989 (f),Pan_paniscus,extant,y,F,9.7,11,10.5,7.3,NA,9.8,0.923809524,Hominoid,1.506849315
27002 (f),Pan_paniscus,extant,y,F,9.2,10.2,10.2,7.2,NA,9.4,0.901960784,Hominoid,1.416666667
27012 (f),Pan_paniscus,extant,y,F,9.8,10.8,10.5,6.4,NA,9.7,0.933333333,Hominoid,1.6875
29040 (f),Pan_paniscus,extant,y,F,10,11.3,10.8,7.1,NA,9.6,0.925925926,Hominoid,1.591549296
29042 (f),Pan_paniscus,extant,y,F,9.1,9.6,9.3,NA,NA,8.3,0.978494624,Hominoid,NA
29060 (f),Pan_paniscus,extant,y,F,9.4,9.5,9.6,6,NA,8.8,0.979166667,Hominoid,1.583333333
29066 (f),Pan_paniscus,extant,y,F,8.9,10.7,10.2,7.1,NA,9.5,0.87254902,Hominoid,1.507042254
84036-02 (f),Pan_paniscus,extant,y,F,8.7,9.2,9,6.5,NA,8.5,0.966666667,Hominoid,1.415384615
84036-04 (f),Pan_paniscus,extant,y,F,9.1,11.1,10.8,7.1,NA,8.9,0.842592593,Hominoid,1.563380282
84036-10 (f),Pan_paniscus,extant,y,F,NA,10.6,9.9,7,NA,8.5,NA,Hominoid,1.514285714
84036-11 (f),Pan_paniscus,extant,y,F,NA,11.7,11.3,8.4,NA,10.1,NA,Hominoid,1.392857143
88041-03 (f),Pan_paniscus,extant,y,F,9,10.3,9.9,7.1,NA,9.5,0.909090909,Hominoid,1.450704225
88041-04 (f),Pan_paniscus,extant,y,F,9.9,9.6,9.2,7.1,NA,9,1.076086957,Hominoid,1.352112676
88041-05 (f),Pan_paniscus,extant,y,F,9.3,10.2,9.7,7.4,NA,9,0.958762887,Hominoid,1.378378378
9957 (mf),Pan_paniscus,extant,y,NA,NA,10.2,10,6.9,NA,8.9,NA,Hominoid,1.47826087
9997 (mf),Pan_paniscus,extant,y,NA,NA,10.4,9.8,6.9,NA,8.6,NA,Hominoid,1.507246377
22908 (mf),Pan_paniscus,extant,y,NA,NA,9.6,9.9,6.6,NA,8.7,NA,Hominoid,1.454545455
88041-11 (mf),Pan_paniscus,extant,y,NA,NA,9.9,9.4,7.2,NA,9,NA,Hominoid,1.375
88041-15 (mf),Pan_paniscus,extant,y,NA,NA,10.5,9.9,6.5,NA,8.8,NA,Hominoid,1.615384615
HTB 1195(m),Pan_troglodytes,extant,y,M,10.7,10.9,10.7,7.9,NA,10.8,NA,Hominoid,1.379746835
HTB 1718(m),Pan_troglodytes,extant,y,M,11.7,11.4,11.3,7.8,NA,10.6,1.03539823,Hominoid,1.461538462
HTB 1722(m),Pan_troglodytes,extant,y,M,12.6,12.4,12,7.6,NA,11.8,1.05,Hominoid,1.631578947
HTB 1723(m),Pan_troglodytes,extant,y,M,11,12,10.9,7.8,NA,10.6,1.009174312,Hominoid,1.538461538
HTB 1745(m),Pan_troglodytes,extant,y,M,11.1,12.7,11.4,9.3,NA,11.8,0.973684211,Hominoid,1.365591398
HTB 1749(m),Pan_troglodytes,extant,y,M,10.4,11.3,10.5,7.5,NA,10.2,0.99047619,Hominoid,1.506666667
HTB 1758(m),Pan_troglodytes,extant,y,M,10.5,11,10.9,7.4,NA,10.2,0.963302752,Hominoid,1.486486486
HTB 1768(m),Pan_troglodytes,extant,y,M,12.3,13.3,11.7,8.8,NA,12,1.051282051,Hominoid,1.511363636
HTB 1791(m),Pan_troglodytes,extant,y,M,11.8,11.3,11.3,8.8,NA,10.5,1.044247788,Hominoid,1.284090909
HTB 1853(m),Pan_troglodytes,extant,y,M,10.8,11.4,11,8.1,NA,11,0.981818182,Hominoid,1.407407407
HTB 1882(m),Pan_troglodytes,extant,y,M,11.3,12.2,11.5,8.4,NA,10.9,0.982608696,Hominoid,1.452380952
HTB 1888(m),Pan_troglodytes,extant,y,M,11.2,12.5,11.4,8.3,NA,10,0.98245614,Hominoid,1.506024096
HTB 1889(m),Pan_troglodytes,extant,y,M,10.3,10.9,10.2,7.6,NA,10,1.009803922,Hominoid,1.434210526
HTB 2001(m),Pan_troglodytes,extant,y,M,11.2,12.4,11,8.2,NA,10.2,1.018181818,Hominoid,1.512195122
HTB 2026(m),Pan_troglodytes,extant,y,M,11,11.8,11.3,8.2,NA,10.6,0.973451327,Hominoid,1.43902439
HTB 2076(m),Pan_troglodytes,extant,y,M,11.4,12.7,11.9,7.5,NA,10.9,0.957983193,Hominoid,1.693333333
HTB 2823(m),Pan_troglodytes,extant,y,M,11.2,12.5,11.3,8.2,NA,11.5,0.991150442,Hominoid,1.524390244
HTB 3537(m),Pan_troglodytes,extant,y,M,10.9,12,11.3,8.1,NA,11.2,0.96460177,Hominoid,1.481481481
HTB 3552(m),Pan_troglodytes,extant,y,M,12.3,11.8,11.8,7.5,NA,11,1.042372881,Hominoid,1.573333333
HTB 1056(m),Pan_troglodytes,extant,y,M,11,11.9,10.5,7.9,NA,11.6,1.047619048,Hominoid,1.506329114
HTB 1433(m),Pan_troglodytes,extant,y,M,9.7,11.6,11.2,7.8,NA,10.2,0.866071429,Hominoid,1.487179487
HTB 1706(m),Pan_troglodytes,extant,y,M,10.6,11.4,11.1,7.6,NA,10.5,0.954954955,Hominoid,1.5
HTB 1708(m),Pan_troglodytes,extant,y,M,10.8,12.2,11,8.3,NA,11.7,0.981818182,Hominoid,1.469879518
HTB 1735(m),Pan_troglodytes,extant,y,M,NA,11.9,10.9,8,NA,10.7,NA,Hominoid,1.4875
HTB 1738(m),Pan_troglodytes,extant,y,M,10.4,11.3,10.6,8.1,NA,10.4,0.981132075,Hominoid,1.395061728
HTB 1739(m),Pan_troglodytes,extant,y,M,11.2,12.2,11.2,7.5,NA,11.1,1,Hominoid,1.626666667
HTB 1777(m),Pan_troglodytes,extant,y,M,NA,12.7,12.9,8.7,NA,12.5,NA,Hominoid,1.459770115
HTB 2027(m),Pan_troglodytes,extant,y,M,11.5,12.7,11.7,8.5,NA,11.4,0.982905983,Hominoid,1.494117647
HTB 2033(m),Pan_troglodytes,extant,y,M,11.4,11.5,11.1,8,NA,10.9,1.027027027,Hominoid,1.4375
HTB 2034(m),Pan_troglodytes,extant,y,M,11.5,11.5,11.2,7.8,NA,10.2,1.026785714,Hominoid,1.474358974
HTB 1173(f),Pan_troglodytes,extant,y,F,10.1,10.5,10.3,7.3,NA,9.7,0.980582524,Hominoid,1.438356164
HTB 1434(f),Pan_troglodytes,extant,y,F,11.7,12.2,11.2,7.7,NA,10.6,1.044642857,Hominoid,1.584415584
HTB 1703(f),Pan_troglodytes,extant,y,F,10.9,11.7,10.9,7.3,NA,10.3,1,Hominoid,1.602739726
HTB 1707(f),Pan_troglodytes,extant,y,F,10.7,11,11,7.8,NA,9.5,0.972727273,Hominoid,1.41025641
HTB 1713(f),Pan_troglodytes,extant,y,F,11.6,12.1,11.9,8,NA,10.2,0.974789916,Hominoid,1.5125
HTB 1719(f),Pan_troglodytes,extant,y,F,10.5,12.5,12,8.3,NA,10.9,0.875,Hominoid,1.506024096
HTB 1721(f),Pan_troglodytes,extant,y,F,11.9,12.4,11.9,8,NA,10.3,1,Hominoid,1.55
HTB 1724(f),Pan_troglodytes,extant,y,F,10.5,10.9,10,7.2,NA,9.7,1.05,Hominoid,1.513888889
HTB 1770(f),Pan_troglodytes,extant,y,F,10.8,12.6,12.4,8.2,NA,11,0.870967742,Hominoid,1.536585366
HTB 1843(f),Pan_troglodytes,extant,y,F,10.3,11.3,11.4,7.3,NA,9.6,0.903508772,Hominoid,1.547945205
HTB 1884(f),Pan_troglodytes,extant,y,F,10.4,10.8,10.6,7.2,NA,9.4,0.981132075,Hominoid,1.5
HTB 1890(f),Pan_troglodytes,extant,y,F,9.8,11.1,10.2,7,NA,9.2,0.960784314,Hominoid,1.585714286
HTB 1903(f),Pan_troglodytes,extant,y,F,11,11.8,11.5,8,NA,10.4,0.956521739,Hominoid,1.475
HTB 2748(f),Pan_troglodytes,extant,y,F,10.4,10.8,10.4,7,NA,9.6,1,Hominoid,1.542857143
HTB 2756(f),Pan_troglodytes,extant,y,F,10.4,11.7,10.7,7.6,NA,10.2,0.971962617,Hominoid,1.539473684
HTB 3398(f),Pan_troglodytes,extant,y,F,9.5,10.8,10.5,7.4,NA,9.7,0.904761905,Hominoid,1.459459459
HTB 3412(f),Pan_troglodytes,extant,y,F,10.9,11.2,10.2,7.5,NA,9.3,1.068627451,Hominoid,1.493333333
HTB 3434(f),Pan_troglodytes,extant,y,F,11.9,12.4,11.3,8.3,NA,11.1,1.053097345,Hominoid,1.493975904
HTB 3538(f),Pan_troglodytes,extant,y,F,11.2,11.6,11.3,8,NA,10.3,0.991150442,Hominoid,1.45
HTB .240(f),Pan_troglodytes,extant,y,F,NA,11.7,10.8,7,NA,10.3,NA,Hominoid,1.671428571
HTB 1426(f),Pan_troglodytes,extant,y,F,9.6,10.2,10.5,7.9,NA,9.4,0.914285714,Hominoid,1.291139241
HTB 1701(f),Pan_troglodytes,extant,y,F,11.2,11.6,11.7,8,NA,10.7,0.957264957,Hominoid,1.45
HTB 1705(f),Pan_troglodytes,extant,y,F,NA,11.3,11.4,7.9,NA,10.6,NA,Hominoid,1.430379747
HTB 1737(f),Pan_troglodytes,extant,y,F,10.4,11.8,11.1,8.3,NA,10.8,0.936936937,Hominoid,1.421686747
HTB 1755(f),Pan_troglodytes,extant,y,F,11.4,11.6,11.1,8.6,NA,11.2,1.027027027,Hominoid,1.348837209
HTB 1800(f),Pan_troglodytes,extant,y,F,NA,12.1,11.2,8.4,NA,10.2,NA,Hominoid,1.44047619
HTB 2771(f),Pan_troglodytes,extant,y,F,9.6,10.3,10,7.2,NA,9.6,0.96,Hominoid,1.430555556
HTB 3413(f),Pan_troglodytes,extant,y,F,10.6,11.6,10.9,7.8,NA,10.4,0.972477064,Hominoid,1.487179487
HTB 1744(f),Pan_troglodytes,extant,y,F,11,11.5,11.3,8,NA,10.4,0.973451327,Hominoid,1.4375
HTB .172(m),Pongo_pygmaeus,extant,y,M,14.6,14.4,14.2,11.8,NA,13.1,1.028169014,Hominoid,1.220338983
HTB .404(m),Pongo_pygmaeus,extant,y,M,14.3,14.1,13.6,9.9,NA,13.1,1.051470588,Hominoid,1.424242424
HTB .623(m),Pongo_pygmaeus,extant,y,M,13.5,13.7,13.5,11,NA,13,1,Hominoid,1.245454545
HTB 1885(m),Pongo_pygmaeus,extant,y,M,NA,14.3,13.6,11.3,NA,13.7,NA,Hominoid,1.265486726
HTB 2073(m),Pongo_pygmaeus,extant,y,M,13,14,13.7,9.8,NA,12.3,0.948905109,Hominoid,1.428571429
HTB 1030(f),Pongo_pygmaeus,extant,y,F,13.6,13.7,13.2,10.4,NA,12.3,1.03030303,Hominoid,1.317307692
HTB 1055(f),Pongo_pygmaeus,extant,y,F,12.4,12.7,13.4,10.2,NA,11.9,0.925373134,Hominoid,1.245098039
HTB 1167(f),Pongo_pygmaeus,extant,y,F, ,13.7,13.5,10.7,NA,11.9,NA,Hominoid,1.280373832
HTB 1168(f),Pongo_pygmaeus,extant,y,F,13.5,13.3,13.2,10.3,NA,12.8,1.022727273,Hominoid,1.291262136
HTB 1439(f),Pongo_pygmaeus,extant,y,F,12.8,13.9,13.9,10.6,NA,12.7,0.920863309,Hominoid,1.311320755
CA12-7581,Homo_sapiens,extant,y,NA,NA,11.17,11.33,7.09,NA,10.17,NA,Hominoid,1.575
CA12-7591,Homo_sapiens,extant,y,NA,11.71,11.77,11.88,7.91,10.41,11.05,0.986,Hominoid,1.488
CA12-7596,Homo_sapiens,extant,y,NA,11.71,11.73,10.55,7.87,11.58,11.63,1.11,Hominoid,1.49
CA12-7601,Homo_sapiens,extant,y,NA,12.18,12.34,12.45,8.34,10.89,11.55,0.978,Hominoid,1.48
CA12-7603,Homo_sapiens,extant,y,NA,10.84,12.19,11.55,7.4,10.75,11.34,0.939,Hominoid,1.647
CA12-7614,Homo_sapiens,extant,y,NA,12.01,11.81,11.8,8.37,10.92,11.26,1.018,Hominoid,1.411
CA12-7621,Homo_sapiens,extant,y,NA,13.02,11.77,12.75,7.84,11.51,12.03,1.021,Hominoid,1.501
CA12-7623,Homo_sapiens,extant,y,NA,10.96,11.63,12.83,8.41,10.87,11.18,0.854,Hominoid,1.383
CA12-7624,Homo_sapiens,extant,y,NA,11.8,11.8,13.28,8.34,11.81,11.61,0.889,Hominoid,1.415
CA12-7632,Homo_sapiens,extant,y,NA,12.42,13.29,13.27,7.34,11.82,12.41,0.936,Hominoid,1.811
CA12-7639,Homo_sapiens,extant,y,NA,11.78,12.56,12.59,8.4,12.32,12.48,0.936,Hominoid,1.495
CA12-7604,Homo_sapiens,extant,y,NA,11.84,11.75,11.71,8.37,11.27,11.49,1.011,Hominoid,1.404
CA12-7613,Homo_sapiens,extant,y,NA,11.87,11.91,12.24,7.69,10.43,10.96,0.97,Hominoid,1.549
CA12-7646,Homo_sapiens,extant,y,NA,11.13,10.9,11.72,8.05,10.79,10.56,0.95,Hominoid,1.354
CA12-8022,Homo_sapiens,extant,y,NA,12.02,11.12,12.75,7.72,11.49,11.04,0.943,Hominoid,1.44
CA12-7652,Homo_sapiens,extant,y,NA,12.32,11.52,11.65,7.14,11.6,11.9,1.058,Hominoid,1.613
CA12-9904,Homo_sapiens,extant,y,NA,10.98,10.58,12.05,8.1,10.48,10.44,0.911,Hominoid,1.306
CA12-9043,Homo_sapiens,extant,y,NA,10.78,11.43,12.3,7.5,10.98,10.91,0.876,Hominoid,1.524
CA12-3504,Homo_sapiens,extant,y,NA,11.26,12.59,12.83,8.68,11.84,11.58,0.878,Hominoid,1.45
CA12-3502,Homo_sapiens,extant,y,NA,13.16,12.73,13.37,9.26,10.74,11.04,0.984,Hominoid,1.375
CA12-9655,Homo_sapiens,extant,y,NA,11.6,11.63,12.32,7.74,10.06,11.06,0.942,Hominoid,1.503
CA12-3515,Homo_sapiens,extant,y,NA,11.48,12.25,12.53,8.91,10.25,11.06,0.916,Hominoid,1.375
CA12-9044,Homo_sapiens,extant,y,NA,11.48,11.44,11.37,7.73,10.49,11.08,1.01,Hominoid,1.48
CA12-3789,Homo_sapiens,extant,y,NA,11.13,11.97,12.45,7.86,10.25,10.53,0.89,Hominoid,1.52
CA12-3791,Homo_sapiens,extant,y,NA,11.88,11.74,12.74,7.67,10.78,11.1,0.93,Hominoid,1.53
CA12-3800,Homo_sapiens,extant,y,NA,12.81,12.14,12.69,7.68,12.34,11.06,1.01,Hominoid,1.58
CA12-8301,Homo_sapiens,extant,y,NA,10.75,11.44,12.52,7.83,10.06,10.23,0.86,Hominoid,1.46
CA12-2685,Homo_sapiens,extant,y,NA,13.2,12.57,13.24,8.1,11.45,11.7,1,Hominoid,1.55
CA12-2686,Homo_sapiens,extant,y,NA,12.36,11.7,12.77,8.11,11.74,11.02,0.97,Hominoid,1.44
CA12-8253,Homo_sapiens,extant,y,NA,11.49,11,12.26,7.42,11.08,10.39,0.94,Hominoid,1.48
CA12-5731,Homo_sapiens,extant,y,NA,11.34,11.92,11.73,7.26,10.38,10.87,0.97,Hominoid,1.64
CA12-5735,Homo_sapiens,extant,y,NA,11.33,11.01,12.26,7.47,9.4,10.55,0.92,Hominoid,1.47
CA12-5725,Homo_sapiens,extant,y,NA,11.15,13.22,12.98,8.03,10.61,11.89,0.86,Hominoid,1.65
CA12-5908,Homo_sapiens,extant,y,NA,12.54,11.66,11.65,7.79,11.11,11.09,1.08,Hominoid,1.5
CA12-5755,Homo_sapiens,extant,y,NA,11.94,12.39,13.48,7.28,10.61,10.83,0.89,Hominoid,1.7
CA12-5940,Homo_sapiens,extant,y,NA,10.35,11.35,11.68,7.38,10,10.57,0.89,Hominoid,1.54
CA12-5900,Homo_sapiens,extant,y,NA,11.88,11.33,12.56,8.03,10.45,10.12,0.95,Hominoid,1.41
CA12-5901,Homo_sapiens,extant,y,NA,12.49,12.71,12.87,8.63,11.2,12.14,0.97,Hominoid,1.47
CA12-5911,Homo_sapiens,extant,y,NA,12.48,11.66,12.25,8.15,10.63,10.78,1.02,Hominoid,1.43
CA12-5915,Homo_sapiens,extant,y,NA,11.63,11.8,12.35,7.29,11.43,10.77,0.94,Hominoid,1.62
CA12-5894,Homo_sapiens,extant,y,NA,11.71,11.51,11.64,7.72,10.75,10.54,1.01,Hominoid,1.49
CA12-5905,Homo_sapiens,extant,y,NA,12.14,11.78,12.38,7.77,10.43,10.49,0.98,Hominoid,1.52
CA12-5907,Homo_sapiens,extant,y,NA,12.71,13.21,13.32,8.97,11.37,11.75,0.95,Hominoid,1.47
