Ind.ID origin.pop pred.pop BM BN ITCS SICO SP CROA FR GR MAC
BM BM MAC 0.228422364009311 0.0812870751260397 0.11204163621292 0.037543613702797 0.0528729050575286 0.0617759794516767 0.0594632970245159 0.0932831133682827 0.273310016046927
BM BM GR 0.311509439302177 0.0293303123982414 0.037497655493124 0.0124905634518796 0.0233734463033334 0.0345055613498847 0.0229869245712165 0.415825634069655 0.112480463060488
BM BM BM 0.552384986992723 0.040611233321327 0.105817932591703 0.0301315234432302 0.0448177724491191 0.04206438616794 0.042404523196024 0.0517234404525694 0.090044201385365
BM BM BM 0.571726906748627 0.0228918987574472 0.140409519840902 0.031676498077052 0.0476283751762359 0.0420080719118953 0.0484668702790561 0.0441719425153706 0.051019916693414
BM BM BM 0.50674395727316 0.0502932491101458 0.071979428015248 0.0204417572728751 0.0372730564884593 0.04222239636231 0.0350044192537837 0.0955176538245194 0.140524082399499
BM BM GR 0.0338413977243501 0.00692718452002059 0.0114560155365515 0.00442762640588661 0.00692666990768598 0.0166894936771352 0.0083680755250752 0.899388500980712 0.0119750357225828
BM BM BM 0.270257957752533 0.0640348726852065 0.0561939305073372 0.0179565416953551 0.0316230288382839 0.0450416715483409 0.035850864411916 0.224148268846998 0.254892863714029
BM BM BM 0.568936403721265 0.023627800796661 0.0572664794663666 0.0155718787060919 0.0324084437828543 0.0416875862996207 0.026563010289767 0.163106819000768 0.0708315779366057
BM BM GR 0.228620372627242 0.0211010280080761 0.031505686026622 0.0112048866686512 0.019440880622589 0.0322594930910014 0.0198737426029454 0.563811943514245 0.072181966838628
BM BM BM 0.571053937259584 0.0259074506369737 0.0578646093528601 0.0157624145411377 0.0327443642150944 0.0406210171850552 0.0269706832493423 0.151227954010846 0.0778475695491065
BM BM BM 0.541355280488317 0.0393460151440602 0.0619234854359847 0.0170868352102809 0.0340859165834257 0.0398017330867944 0.0300177677523462 0.120765295133291 0.1156176711655
BM BM MAC 0.135128401562226 0.0849086129195907 0.151062612737606 0.0545243069761705 0.0659675616190248 0.0694754715148476 0.0732005205692907 0.083555498396574 0.28217701370467
BM BM BM 0.46485341149685 0.024238962831392 0.0477318311125795 0.0141449312149659 0.0284814538900518 0.0416645222129847 0.0248709205674027 0.275442896483333 0.0785710701904408
BM BM BM 0.568111355085655 0.0373575975652037 0.10166350021061 0.0284980283130482 0.0438610953130235 0.0415839584979655 0.0407460210938495 0.0532732707485618 0.0849051731720823
