row,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
88,Play ball! https://t.co/S4DhVYa4Ef,FALSE,6433,NA,3/2/16 0:34,FALSE,NA,7.05E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2310,FALSE,FALSE,NA,NA
89,"Isiah, I'm so proud of you. Your kindness and willingness to help others is why I'm so hopeful for our future. https://t.co/RakSNxe7rk",FALSE,13232,NA,2/26/16 23:23,FALSE,NA,7.03E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,5371,FALSE,FALSE,NA,NA
90,We've made big strides in the fight against Malaria - saving millions of lives. That's American leadership at work. https://t.co/jVdeE4Qktw,FALSE,7366,NA,2/22/16 20:49,FALSE,NA,7.02E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2578,FALSE,FALSE,NA,NA
91,Here's how we're looking at the road ahead: https://t.co/a0KcsmpF39,FALSE,4760,POTUS,2/18/16 14:07,FALSE,7.00E+17,7.00E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2084,FALSE,FALSE,NA,NA
92,"Next month, I'll travel to Cuba to advance our progress and efforts that can improve the lives of the Cuban people.",FALSE,13068,POTUS,2/18/16 14:05,FALSE,7.00E+17,7.00E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,6918,FALSE,FALSE,NA,NA
93,We still have differences with the Cuban government that I will raise directly. America will always stand for human rights around the world.,FALSE,4882,POTUS,2/18/16 14:03,FALSE,7.00E+17,7.00E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2329,FALSE,FALSE,NA,NA
94,Cedrick; way to go on your perfect score! How about you come by the next White House Science Fair? https://t.co/r8TGIJICh7,FALSE,7079,NA,1/31/16 17:01,FALSE,NA,6.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2115,FALSE,FALSE,NA,NA
95,"If you or someone you care about needs affordable health coverage, head over to https://t.co/A3qPizu4p2. Today's the last day to sign up!",FALSE,5780,NA,1/31/16 15:30,FALSE,NA,6.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,3356,FALSE,FALSE,NA,NA
96,We just took an important step on equal pay. Let's keep at it until every woman & girl gets a fair shot at success: https://t.co/OJAsaK6ImG,FALSE,8745,NA,1/29/16 17:00,FALSE,NA,6.93E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,4510,FALSE,FALSE,NA,NA
97,The science couldn't be clearer - we owe it to our kids to do everything we can to combat climate change. https://t.co/497Wkkve58,FALSE,26830,NA,1/25/16 21:33,FALSE,NA,6.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,16753,FALSE,FALSE,NA,NA
98,Seven years ago I bet on American workers and the American auto industry. I'd make that bet again any day of the week.,FALSE,5372,POTUS,1/20/16 16:14,FALSE,6.90E+17,6.90E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1797,FALSE,FALSE,NA,NA
99,Cars and trucks made in the USA are more fuel efficient than ever before - and still the best in the world.,FALSE,3674,POTUS,1/20/16 16:09,FALSE,6.90E+17,6.90E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1177,FALSE,FALSE,NA,NA
100,"American automakers have added more than 640,000 jobs since mid-2009 - the strongest job growth on record. https://t.co/kLruJgpZI1",FALSE,2471,POTUS,1/20/16 16:05,FALSE,6.90E+17,6.90E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1284,FALSE,FALSE,NA,NA
101,"In 2009, auto sales hit a 27-year low. Last year, they hit an all-time high. https://t.co/pDc8W8mtb5",FALSE,3147,POTUS,1/20/16 16:02,FALSE,6.90E+17,6.90E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1631,FALSE,FALSE,NA,NA
102,Headed to the Detroit Auto Show today to showcase how our auto industry has come roaring back from the financial crisis. Here are the stats:,FALSE,7808,NA,1/20/16 16:00,FALSE,NA,6.90E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,2124,FALSE,FALSE,NA,NA
103,Today we honor a man who challenged us to bend the arc of the moral universe toward justice. Let's keep working to realize Dr. King's dream.,FALSE,51245,NA,1/18/16 15:03,FALSE,NA,6.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,32317,FALSE,FALSE,NA,NA
104,"Alright everyone, this was a lot of fun. Thanks for the great conversation. i'll be back soon!",FALSE,6232,NA,1/14/16 18:13,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1199,FALSE,FALSE,NA,NA
105,places to start - @GabbyGiffords's https://t.co/ATm1M4iMgU and @Everytown,FALSE,1925,POTUS,1/14/16 18:12,FALSE,6.88E+17,6.88E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,687,FALSE,FALSE,NA,NA
106,great - we need well-meaning folks from all stripes to get info on how we can respect 2A and reduce gun violence https://t.co/dZ0vRltrZg,FALSE,2073,NA,1/14/16 18:11,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,713,FALSE,FALSE,NA,NA
107,"the night aca passed; standing on truman balcony with all staff whod made it happen, knowing we'd helped millions. https://t.co/eUr3rZ3UN7",FALSE,4731,NA,1/14/16 18:08,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1487,FALSE,FALSE,NA,NA
108,despite court cases like citizens united ill work with orgs/states across US to find new ways 2 reduce $ in politics https://t.co/fuTdewJcyh,FALSE,1740,NA,1/14/16 18:06,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,626,FALSE,FALSE,NA,NA
109,"so we all need to speak out against bias and stereotypes, to protect the freedom of others, and our own as well.",FALSE,5166,POTUS,1/14/16 18:01,FALSE,6.88E+17,6.88E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,3053,FALSE,FALSE,NA,NA
110,overwhelming majority of americans understand of diversity and religious pluralism is one of our greatest strengths  https://t.co/AM1JLoA1TI,FALSE,3152,NA,1/14/16 17:59,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1416,FALSE,FALSE,NA,NA
111,"health care inflation lowest in decades since ACA passed; problem is more costs passed to workers thru copays, etc. https://t.co/ElBcrjxa6L",FALSE,1543,NA,1/14/16 17:57,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,612,FALSE,FALSE,NA,NA
112,"love em all, but as a bulls fan got to go with mj. in baton rouge, just met lsu freshman ben simmons - will be great https://t.co/Du1gflVYp4",FALSE,6501,NA,1/14/16 17:55,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,3792,FALSE,FALSE,NA,NA
113,"new power plant rule reduces biggest source of CO2; now we need to invest in clean energy tech, energy efficiency. https://t.co/gQg3FEHXxo",FALSE,2171,NA,1/14/16 17:54,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,954,FALSE,FALSE,NA,NA
114,new LA gov edwards just expanded medicaid; gets 1000s coverage & helps the state budget. more states need to follow  https://t.co/08mDX2H4Pt,FALSE,1876,NA,1/14/16 17:51,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,834,FALSE,FALSE,NA,NA
115,"Expanded pell grants, capped loan repayments at 10% income, but now want to also make 2 yrs community college free. https://t.co/RS9XFDpp9c",FALSE,5145,NA,1/14/16 17:48,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,2953,FALSE,FALSE,NA,NA
116,"Before I start, wanted to share this. Liberia is now Ebola-free. Great example of what we can achieve when we lead. https://t.co/qjVcwg8tIi",FALSE,7190,NA,1/14/16 17:45,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,3165,FALSE,FALSE,NA,NA
117,Hey everyone! Ready to answer your questions here at McKinley High School in Baton Rouge. Let's do this. #AskPOTUS https://t.co/jA1MEbwcxg,FALSE,5110,NA,1/14/16 17:45,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,1647,FALSE,FALSE,NA,NA
118,Looking forward to hearing your ideas about what we can accomplish this year & beyond. I'll answer your questions on #AskPOTUS at 12:30p ET.,FALSE,3637,NA,1/14/16 14:59,FALSE,NA,6.88E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,1346,FALSE,FALSE,NA,NA
119,"I'm treating this last State of the Union just like my first - because I'm still just as hungry. I hope you tune in, because it's for you.",FALSE,42869,NA,1/13/16 1:20,FALSE,NA,6.87E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,17927,FALSE,FALSE,NA,NA
120,"So proud of you, Scott. How long is the delay up there? See you when you get back!  https://t.co/doBpaDeZXq",FALSE,9697,NA,1/12/16 22:58,FALSE,NA,6.87E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2505,FALSE,FALSE,NA,NA
121,"About time, Denis! Welcome. Let me know if you need any pointers. https://t.co/WullueHj28",FALSE,3429,NA,1/6/16 22:21,FALSE,NA,6.85E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,900,FALSE,FALSE,NA,NA
122,"The gun lobby may be holding Congress hostage, but they can't hold America hostage. We can't accept this carnage in our communities.",FALSE,24115,POTUS,1/4/16 23:46,FALSE,6.84E+17,6.84E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,12674,FALSE,FALSE,NA,NA
123,What's often ignored in this debate is that a majority of gun owners agree with commonsense steps to save lives.,FALSE,12591,POTUS,1/4/16 23:41,FALSE,6.84E+17,6.84E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,5291,FALSE,FALSE,NA,NA
124,"We will keep guns out of the wrong hands, enforce our guns laws, and ensure those with serious mental illnesses get treatment.",FALSE,10643,POTUS,1/4/16 23:36,FALSE,6.84E+17,6.84E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,5364,FALSE,FALSE,NA,NA
125,"Tomorrow, I'm taking action to reduce gun violence and save lives - protecting the Second Amendment and our kids. https://t.co/vNqXEhaC9M",FALSE,14964,POTUS,1/4/16 23:32,FALSE,6.84E+17,6.84E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,8907,FALSE,FALSE,NA,NA
126,"Guns now kill as many people as cars in almost half of the U.S. We can't stop every act of violence, but we can save lives if we act.",FALSE,9849,POTUS,1/4/16 23:29,FALSE,6.84E+17,6.84E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,6234,FALSE,FALSE,NA,NA
127,"Each year, more than 30,000 American lives are cut short by guns - two-thirds coming from suicides. Too many Americans have lost loved ones.",FALSE,18291,NA,1/4/16 23:26,FALSE,NA,6.84E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,9135,FALSE,FALSE,NA,NA
128,"From the Obama family to yours, Merry Christmas! And a special thank you to all our men and women in uniform this holiday season.",FALSE,30004,NA,12/25/15 19:04,FALSE,NA,6.80E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,7915,FALSE,FALSE,NA,NA
129,I'm proud of the @NBA for taking a stand against gun violence. Sympathy for victims isn't enough - change requires all of us speaking up.,FALSE,16889,NA,12/23/15 21:21,FALSE,NA,6.80E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,7221,FALSE,FALSE,NA,NA
130,Zaevion Dobson died saving three friends from getting shot. He was a hero at 15. What's our excuse for not acting? https://t.co/hn98uGsjKZ,FALSE,23229,NA,12/20/15 19:22,FALSE,NA,6.79E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,17023,FALSE,FALSE,NA,NA
131,"Congrats on a great career, Abby Wambach. For the goals you've scored & the kids you've inspired, you're the GOAT! https://t.co/Kud56ChsBO",FALSE,29203,NA,12/16/15 20:24,FALSE,NA,6.77E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,12969,FALSE,FALSE,NA,NA
132,"The strong Paris agreement on climate means a safer, more secure world for our kids. A perfect example of what American leadership can do.",FALSE,12031,NA,12/12/15 22:58,FALSE,NA,6.76E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4543,FALSE,FALSE,NA,NA
133,The opioid epidemic is destroying lives. We need to put treatment within reach of anyone who needs it. https://t.co/RJfKkield9,FALSE,4203,NA,12/10/15 21:21,FALSE,NA,6.75E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2348,FALSE,FALSE,NA,NA
134,"Herzlichen Gl�_ckwunsch to my friend and Time's Person of the Year, Angela Merkel! Thanks for your moral leadership and strong partnership.",FALSE,8426,NA,12/9/15 23:42,FALSE,NA,6.75E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2949,FALSE,FALSE,NA,NA
135,"150 years since the abolition of slavery, a turning point in our history. Progress - that's our story.",FALSE,14065,NA,12/9/15 16:03,FALSE,NA,6.75E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,5966,FALSE,FALSE,NA,NA
136,"Addressing climate change takes all of us, especially the private sector going all-in on clean energy worldwide. https://t.co/qQ6wCZUR1Z",FALSE,7802,NA,11/30/15 16:31,FALSE,NA,6.71E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4046,FALSE,FALSE,NA,NA
137,Good news: the world now adds more clean power capacity each year than dirtier fossil-fuel based power capacity. https://t.co/nrNiwDAKuN,FALSE,8269,NA,11/29/15 22:31,FALSE,NA,6.71E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4861,FALSE,FALSE,NA,NA
138,Enjoyed stopping by Upshur Street Books today. Celebrate Small Business Saturday by supporting a business near you. https://t.co/udTcIhxtOC,FALSE,7789,NA,11/28/15 23:24,FALSE,NA,6.71E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2242,FALSE,FALSE,NA,NA
139,"Happy Thanksgiving, everyone! Today, we give thanks for all of our loved ones and the brave men and women in uniform who serve our country.",FALSE,21983,NA,11/26/15 17:01,FALSE,NA,6.70E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,7918,FALSE,FALSE,NA,NA
140,Slamming the door in the face of refugees would betray our deepest values. That's not who we are. And it's not what we're going to do.,FALSE,66396,POTUS,11/18/15 16:49,FALSE,6.67E+17,6.67E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,47430,FALSE,FALSE,NA,NA
141,Welcoming the world's vulnerable who seek the safety of America is not new to us. We've safely welcomed 3 million refugees since 1975.,FALSE,18223,POTUS,11/18/15 16:46,FALSE,6.67E+17,6.67E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,10160,FALSE,FALSE,NA,NA
142,"Here, our focus is giving safe haven to the most vulnerable Syrians - women, children, and survivors of torture.",FALSE,9641,POTUS,11/18/15 16:44,FALSE,6.67E+17,6.67E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,5448,FALSE,FALSE,NA,NA
143,"We will provide refuge to at least 10,000 refugees fleeing violence in Syria over the next year after they pass the highest security checks.",FALSE,12642,POTUS,11/18/15 16:41,FALSE,6.67E+17,6.67E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,7407,FALSE,FALSE,NA,NA
144,We also win this fight with our values. America can ensure our own security while welcoming refugees desperately seeking safety from ISIL.,FALSE,8197,POTUS,11/18/15 16:39,FALSE,6.67E+17,6.67E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4553,FALSE,FALSE,NA,NA
145,"Protecting the American people is my top priority. With our 65 global partners, we're leading the campaign to degrade and destroy ISIL.",FALSE,14846,NA,11/18/15 16:37,FALSE,NA,6.67E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,6283,FALSE,FALSE,NA,NA
146,"This is an American hero: Capt. Groberg put it all on the line for his team. On his worst day, he gave us his best. https://t.co/WdWAPswJpE",FALSE,12940,NA,11/12/15 17:13,FALSE,NA,6.65E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4215,FALSE,FALSE,NA,NA
147,"Today, we honor the incredible men and women who have served our country. Their sacrifice and selflessness is second to none.",FALSE,18101,NA,11/11/15 15:35,FALSE,NA,6.64E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,10381,FALSE,FALSE,NA,NA
148,I just launched my Facebook page with a video on climate change. America will lead on this. The time to act is now. https://t.co/WG5y1FbhIA,FALSE,6746,NA,11/9/15 20:20,FALSE,NA,6.64E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,3118,FALSE,FALSE,NA,NA
149,"Every American deserves quality, affordable health care. If you or a friend needs coverage, go to https://t.co/PJ7xIL6FjY and sign up now.",FALSE,5574,NA,11/1/15 17:10,FALSE,NA,6.61E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2898,FALSE,FALSE,NA,NA
150,Who knew community policing could involve the Nae Nae? Great example of police having fun while keeping us safe: https://t.co/ZGeTDm6OYw,FALSE,7730,NA,10/29/15 16:55,FALSE,NA,6.60E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4775,FALSE,FALSE,NA,NA
151,Good to be home for a night. Even better to see the @chicagobulls start the season off right! #SeeRed,FALSE,18921,NA,10/28/15 2:35,FALSE,NA,6.59E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,9946,FALSE,FALSE,NA,NA
152,Our thoughts are with the Mexican people as they brace for Hurricane Patricia. USAID disaster experts are on the ground and ready to help.,FALSE,24475,NA,10/23/15 19:33,FALSE,NA,6.58E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",POTUS,19501,FALSE,FALSE,NA,NA
153,"Happy Back to the Future Day, @RealMikeFox! Ever think about the fact that we live in the future we dreamed of then? That's heavy, man.",FALSE,32960,NA,10/21/15 20:13,FALSE,NA,6.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,19173,FALSE,FALSE,NA,NA
154,So I'm eager to hear from folks in Charleston today on actions we can take to put recovery within reach for anyone who needs it.,FALSE,2582,POTUS,10/21/15 18:05,FALSE,6.57E+17,6.57E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1012,FALSE,FALSE,NA,NA
155,Communities are showing that we should approach substance use disorders as an opportunity to intervene rather than a race to incarcerate.,FALSE,4070,POTUS,10/21/15 18:01,FALSE,6.57E+17,6.57E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,2398,FALSE,FALSE,NA,NA
156,With no other disease do we expect people to wait until they're a danger to themselves or others to self-diagnose and seek treatment.,FALSE,1983,POTUS,10/21/15 17:58,FALSE,6.57E+17,6.57E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1242,FALSE,FALSE,NA,NA
157,4 in 5 heroin users started out by misusing prescription opioids. Heroin-related deaths nearly quadrupled between 2002 and 2013.,FALSE,2302,POTUS,10/21/15 17:55,FALSE,6.57E+17,6.57E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,2042,FALSE,FALSE,NA,NA
158,"Sales of powerful painkillers have skyrocketed. In 2012, enough prescriptions were written to give every American adult a bottle of pills.",FALSE,1922,POTUS,10/21/15 17:52,FALSE,6.57E+17,6.57E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1579,FALSE,FALSE,NA,NA
159,120 Americans die every day from drug overdoses - most involving legal prescription drugs. That's more than from car crashes.,FALSE,3139,POTUS,10/21/15 17:48,FALSE,6.57E+17,6.57E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,3088,FALSE,FALSE,NA,NA
160,Heading to West Virginia today to talk about the epidemic of prescription drug abuse in America and what we can do to help. The facts:,FALSE,5322,NA,10/21/15 17:46,FALSE,NA,6.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,2321,FALSE,FALSE,NA,NA
161,I got a chance to catch up with the @Space_Station crew today. Nothing like a call to space on #AstronomyNight! https://t.co/JVLzYDQ8Jo,FALSE,10826,NA,10/20/15 0:20,FALSE,NA,6.56E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,4639,FALSE,FALSE,NA,NA
162,I just met with CEOs of some of our biggest companies who are stepping up to #ActOnClimate. It's good for the planet - and the bottom line.,FALSE,6341,NA,10/19/15 17:03,FALSE,NA,6.56E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2256,FALSE,FALSE,NA,NA
163,Congrats @HokuleaWWV on reaching Africa!midpoint of worldwide voyage to spread message of caring for the one planet we've got. #MalamaHonua,FALSE,2642,NA,10/16/15 15:36,FALSE,NA,6.55E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS,1124,FALSE,FALSE,NA,NA
164,Congrats @Cubs - even @whitesox fans are rooting for you!,FALSE,18805,NA,10/14/15 0:39,FALSE,NA,6.54E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,9745,FALSE,FALSE,NA,NA
165,"Thanks, Zack. https://t.co/gOGzWmYdxQ",FALSE,14570,NA,10/2/15 0:52,FALSE,NA,6.50E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,10500,FALSE,FALSE,NA,NA
166,We have a moral responsibility to do what we can for families forced from their homes. Find out how you can help at http://t.co/J8A6mTD6D4.,FALSE,4800,POTUS,9/28/15 17:05,FALSE,6.49E+17,6.49E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,2615,FALSE,FALSE,NA,NA
167,But this isn't just about what I can do as President. Every single one of us - from citizens to NGOs - can help refugees find safe haven.,FALSE,3948,POTUS,9/28/15 17:03,FALSE,6.49E+17,6.49E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,1727,FALSE,FALSE,NA,NA
168,"We're also increasing the number of Syrian and other refugees we admit to the U.S. to 100,000 per year for the next two years.",FALSE,4653,POTUS,9/28/15 17:01,FALSE,6.49E+17,6.49E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,5324,FALSE,FALSE,NA,NA
169,We've provided more than $4.5 billion in humanitarian aid to help meet the needs of those impacted by the Syrian conflict.,FALSE,2503,POTUS,9/28/15 17:00,FALSE,6.49E+17,6.49E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,1320,FALSE,FALSE,NA,NA
170,"Nearly 12 million people have been displaced by the conflict in Syria. As Americans, we can't sit idly by. That's not who we are.",FALSE,8422,NA,9/28/15 16:58,FALSE,NA,6.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4107,FALSE,FALSE,NA,NA
171,I'm grateful for the teachers who helped spark my sense of curiosity. The #62MillionGirls who aren't in school should have that same chance.,FALSE,14801,NA,9/26/15 23:15,FALSE,NA,6.48E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,8269,FALSE,FALSE,NA,NA
172,"Yogi Berra was an American original - a Hall of Famer, jovial prophet, & a humble veteran. We'll miss you, Yogi, but your legacy ain't over.",FALSE,11508,NA,9/23/15 20:42,FALSE,NA,6.47E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,5123,FALSE,FALSE,NA,NA
173,"Welcome to the White House, @Pontifex! Your messages of love, hope, and peace have inspired us all.",FALSE,14771,NA,9/23/15 12:45,FALSE,NA,6.47E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,7062,FALSE,FALSE,NA,NA
174,Millions of families are more secure thanks to the ACA. Join them and #GetCovered on Nov 1: http://t.co/PJ7xIL6FjY  https://t.co/GF6yS0aHol,FALSE,1944,NA,9/22/15 18:27,FALSE,NA,6.46E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,997,FALSE,FALSE,NA,NA
175,Our right to vote is sacred. It's the foundation of our democracy. You can find out how to register to vote at http://t.co/8kaqY0U3fn.,FALSE,5494,NA,9/22/15 15:52,FALSE,NA,6.46E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,4037,FALSE,FALSE,NA,NA
176,"Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes America great.",FALSE,441909,NA,9/16/15 16:58,FALSE,NA,6.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS,409400,FALSE,FALSE,NA,NA
